id,nota_c1,nota_c2,nota_c3,nota_c4,nota_c5,nota_c1_gemma4,nota_c2_gemma4,nota_c3_gemma4,nota_c4_gemma4,nota_c5_gemma4,nota_c1_qwen2.5,nota_c2_qwen2.5,nota_c3_qwen2.5,nota_c4_qwen2.5,nota_c5_qwen2.5,nota_c1_qwen3,nota_c2_qwen3,nota_c3_qwen3,nota_c4_qwen3,nota_c5_qwen3,nota_c1_deepseek-r1,nota_c2_deepseek-r1,nota_c3_deepseek-r1,nota_c4_deepseek-r1,nota_c5_deepseek-r1
22,120,120,120,120,120,4,5,5,5,4,4,3,2,4,3,5,5,5,4,4,5,5,4,5,5
23,120,160,160,160,120,2,3,2,3,0,3,3,3,3,3,4,2,3,5,4,3,4,3,2,3
24,0,0,0,0,0,1,2,2,1,0,3,2,2,4,0,0,2,0,0,1,0,0,0,0,0
25,160,200,200,160,160,4,5,5,5,5,3,2,2,4,0,2,5,5,4,5,2,2,2,2,2
26,120,120,80,120,160,4,5,4,4,5,3,3,2,3,3,5,5,5,5,5,3,2,2,2,2
27,160,40,40,120,40,2,0,0,1,0,0,0,0,0,0,2,2,2,2,2,0,0,2,0,0
28,120,120,160,160,120,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,0,2,2,0,0
29,80,40,40,120,0,1,2,2,1,0,0,2,2,2,0,0,2,0,0,0,1,2,2,1,0
30,120,120,80,80,160,4,5,4,5,3,4,3,2,4,3,1,3,2,2,2,2,5,4,5,5
31,0,0,0,0,0,2,2,1,2,0,3,2,2,2,0,2,1,1,1,0,1,1,1,1,0
32,200,160,200,200,200,5,5,5,5,5,3,2,3,4,5,5,5,5,5,5,2,3,3,3,3
33,120,120,120,160,80,2,2,2,2,2,1,2,2,2,0,1,2,2,2,2,0,1,2,2,4
34,160,160,120,160,160,5,5,5,5,5,4,4,3,4,3,5,5,5,5,5,2,2,2,4,5
35,120,120,120,120,80,0,2,2,1,0,3,3,3,2,5,2,2,2,2,1,0,0,0,0,0
36,120,40,40,120,0,3,2,2,3,0,4,2,2,4,0,2,2,2,2,0,3,2,2,3,2
37,160,120,160,160,160,4,5,5,5,5,4,3,4,3,3,4,2,2,4,2,3,2,3,2,2
38,120,40,80,80,0,0,0,1,0,0,3,2,2,4,0,2,2,2,2,0,1,2,3,2,0
39,120,120,80,80,80,2,3,2,3,3,4,3,3,4,3,4,5,5,5,5,1,2,2,2,3
40,120,40,40,120,40,1,2,2,1,2,1,2,2,2,2,0,1,2,2,1,1,1,1,1,1
41,120,160,160,120,120,2,4,5,3,3,2,3,3,3,5,2,3,2,2,3,4,4,2,2,4
42,80,80,80,80,40,0,1,2,0,0,0,2,2,2,0,2,3,2,1,0,1,2,2,1,3
43,160,120,120,160,160,5,5,5,5,5,4,3,4,3,3,5,5,5,5,5,1,2,4,3,3
44,120,40,40,120,0,0,0,0,0,0,3,2,4,3,0,2,2,2,2,0,2,0,1,0,0
45,160,40,40,160,40,2,1,1,3,2,3,3,3,4,0,4,5,4,4,4,3,2,0,2,4
46,160,200,160,200,160,4,5,5,5,5,4,3,4,5,3,4,5,5,4,5,2,4,4,3,4
47,160,160,160,160,160,3,0,2,3,2,3,1,2,4,0,2,0,0,2,0,0,0,0,0,0
48,160,200,160,160,160,5,5,5,5,5,4,3,2,4,2,4,5,5,5,4,3,4,3,3,4
49,80,80,40,40,80,1,2,2,1,2,1,2,2,2,5,0,2,1,2,0,1,2,2,1,2
50,160,160,200,160,200,4,5,5,4,5,2,3,2,3,2,2,2,2,3,2,4,4,2,4,3
51,40,40,40,40,40,0,0,0,0,0,0,2,2,2,0,2,1,2,0,0,0,0,0,0,0
52,160,200,120,120,80,4,2,4,5,2,0,2,2,2,0,4,0,2,3,1,4,4,4,4,4
53,120,160,160,160,80,4,5,4,4,4,3,3,2,3,2,2,2,2,2,2,0,1,2,2,1
54,120,120,80,120,40,1,3,3,1,2,0,2,2,2,2,0,2,1,1,0,1,2,2,2,2
55,120,120,80,120,120,1,2,1,0,0,1,2,2,2,2,0,2,2,2,0,1,1,1,1,1
56,160,120,160,120,80,3,2,2,3,1,3,2,3,4,5,3,3,3,3,2,3,2,2,2,3
57,80,80,80,80,80,4,5,5,4,5,4,3,2,4,5,4,5,5,4,5,3,5,4,2,4
58,160,120,120,160,120,3,3,3,4,5,3,2,2,4,0,5,5,5,5,2,4,4,4,4,4
59,120,120,120,120,160,4,5,3,4,5,3,2,3,3,2,4,3,5,5,5,3,1,2,2,1
60,120,160,160,120,160,5,4,4,5,4,4,3,2,4,2,5,5,5,5,5,4,4,4,4,4
61,160,120,120,120,160,2,2,1,2,2,3,2,2,4,0,5,5,4,5,5,3,2,2,2,2
62,160,200,120,120,160,4,5,5,4,4,3,3,2,3,2,5,5,5,5,5,4,4,4,2,2
63,80,80,80,80,80,3,5,5,3,5,4,3,3,4,3,2,2,2,2,2,1,1,3,1,3
64,160,120,120,120,120,3,3,3,3,2,2,3,2,2,2,3,1,2,2,2,2,2,1,2,1
65,160,80,160,160,160,5,2,2,5,5,3,1,2,4,0,5,5,5,5,5,3,4,3,2,4
66,120,120,120,120,120,0,2,2,2,2,0,2,2,4,0,1,2,2,2,1,1,0,4,2,0
67,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0
68,120,120,120,120,40,2,4,2,4,2,0,1,2,2,2,0,2,2,2,0,1,0,2,0,0
69,160,200,160,200,160,4,3,3,4,2,3,2,2,3,0,2,0,2,1,2,2,3,2,1,0
70,160,160,160,120,0,4,5,5,2,2,4,3,2,4,2,5,5,5,5,5,4,4,2,4,3
71,120,120,120,160,80,2,2,2,2,2,0,0,2,0,0,1,2,2,2,2,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
73,160,120,80,120,80,4,5,5,4,3,3,2,2,3,0,2,1,2,2,2,2,4,3,2,3
74,80,120,120,120,160,2,4,3,3,3,2,3,2,4,0,1,2,1,2,2,1,2,2,1,4
75,160,200,120,160,120,4,5,5,4,5,4,3,4,3,2,5,5,5,5,5,3,2,0,2,1
76,0,0,0,0,0,2,3,3,2,1,2,3,2,2,0,2,2,2,2,0,1,1,1,1,1
77,80,120,120,80,80,2,2,2,3,0,4,3,2,2,0,5,5,5,5,2,3,4,2,2,2
78,120,40,80,120,40,3,2,2,2,2,4,3,2,4,1,1,2,2,2,0,0,0,0,0,0
79,0,0,0,0,0,1,0,1,3,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0
80,120,40,40,80,40,1,3,3,1,2,0,2,2,4,0,0,1,1,2,2,1,2,2,1,0
81,0,0,0,0,0,4,5,5,3,3,3,2,2,4,0,2,1,2,2,2,0,0,0,0,0
82,120,40,40,160,40,1,0,1,2,0,0,1,2,2,2,2,0,2,2,0,0,0,0,0,0
83,80,120,80,80,40,3,3,3,3,2,3,2,2,4,0,2,2,3,2,3,2,2,2,2,2
84,120,40,40,120,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
85,160,120,160,120,160,4,5,5,5,5,4,3,4,3,5,4,5,5,4,5,2,2,2,2,2
86,120,160,160,120,120,5,2,4,5,2,3,2,4,5,5,4,5,5,5,5,2,3,3,2,4
87,120,40,40,120,40,5,2,2,5,5,2,2,2,2,2,2,0,1,1,3,1,0,2,2,2
88,120,120,120,120,160,4,3,1,3,3,0,2,2,2,0,1,2,2,2,0,2,2,2,2,0
89,0,0,0,0,0,1,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
90,120,200,160,120,80,4,2,2,3,1,0,0,2,2,0,1,0,2,2,2,0,1,4,0,0
91,80,80,80,80,80,3,5,4,5,4,0,2,2,4,2,2,0,2,2,2,2,2,2,2,2
92,120,80,120,120,80,5,5,5,4,2,0,1,2,1,0,2,1,2,1,0,2,0,0,2,0
93,160,120,160,160,0,3,3,3,4,0,4,3,4,3,0,2,2,2,2,0,2,2,2,2,2
94,160,120,160,120,120,5,5,5,5,5,4,3,2,4,2,5,5,5,5,4,4,4,4,4,4
95,160,120,160,160,80,4,5,5,5,5,3,3,4,4,3,4,5,5,4,3,4,4,4,4,4
96,160,160,160,160,120,5,5,5,5,5,4,2,2,2,0,4,2,4,5,5,0,2,0,0,0
97,120,160,120,120,80,3,2,2,3,1,4,3,3,4,3,3,4,2,2,0,2,3,2,2,4
98,120,120,80,120,120,2,4,4,2,2,3,3,2,2,3,4,4,2,2,2,2,3,4,3,2
99,160,40,40,160,40,5,2,5,5,5,4,3,4,5,5,5,5,5,5,5,2,3,3,3,4
100,120,120,120,120,160,3,4,4,3,5,0,1,2,1,0,3,5,5,4,5,2,2,2,2,2
101,120,120,120,120,120,0,2,2,0,2,2,3,2,4,0,0,2,2,2,0,1,2,2,1,1
102,160,120,120,80,0,5,5,5,4,2,3,2,3,4,0,5,5,5,5,5,4,4,4,4,4
103,160,40,40,120,40,1,3,3,2,2,3,2,2,4,0,2,2,1,2,0,0,2,3,0,3
104,0,0,0,0,0,0,1,2,1,2,0,2,2,0,0,0,2,2,2,2,0,1,0,1,0
105,120,160,160,120,120,5,4,5,5,3,0,3,2,4,0,2,5,3,2,5,2,4,4,2,2
106,80,120,120,80,80,1,2,1,1,0,0,1,2,1,0,0,2,2,2,0,0,0,0,0,0
107,80,80,80,80,80,1,2,1,2,2,0,2,2,2,0,0,0,0,2,0,1,1,0,0,0
108,160,40,40,120,40,5,2,5,5,5,1,2,3,2,0,4,1,2,2,2,0,0,0,0,4
109,200,200,160,200,160,4,5,5,4,4,3,2,3,4,5,4,5,5,5,5,2,3,2,2,2
110,160,160,160,160,120,4,5,5,3,5,4,3,3,4,3,5,5,5,5,5,2,2,1,1,4
111,200,120,160,120,160,4,5,5,4,4,4,3,2,4,3,5,5,5,5,5,4,4,3,4,3
112,160,40,40,120,40,2,5,4,4,2,3,2,2,4,0,0,1,2,2,0,1,1,1,1,1
113,200,200,160,160,80,4,3,5,5,2,0,0,2,2,0,4,0,2,3,0,0,0,0,0,0
114,200,200,160,160,120,4,3,4,4,0,3,2,3,3,1,4,5,4,4,2,3,2,2,2,2
115,120,160,120,120,0,4,5,5,4,1,3,3,3,3,3,4,5,5,4,2,3,2,2,4,0
116,160,80,80,160,0,3,2,2,3,0,2,2,2,2,2,0,0,0,0,0,2,0,2,0,0
117,200,160,120,160,40,4,5,5,5,2,3,2,3,4,0,2,1,2,2,0,2,0,0,0,0
118,160,40,40,120,40,2,3,3,2,1,1,2,2,4,0,3,3,2,3,0,1,1,2,2,2
119,120,120,120,120,80,3,3,4,3,2,2,3,2,4,0,2,2,2,2,2,0,1,2,2,4
120,120,80,80,80,120,5,5,5,5,5,3,2,3,4,0,5,5,5,5,5,5,5,4,4,3
121,160,160,200,200,0,4,5,5,5,2,3,2,2,3,2,5,5,5,4,2,2,3,4,2,0
122,160,120,120,200,160,4,5,5,5,5,3,2,2,2,0,2,2,2,2,2,3,3,2,2,2
123,80,80,120,120,80,3,2,2,4,3,3,2,2,3,0,0,2,0,2,0,0,0,0,0,0
124,200,200,200,160,160,4,5,4,4,3,4,3,4,3,5,4,5,5,5,5,4,3,2,2,2
125,160,160,160,120,80,3,5,5,4,1,2,2,2,2,3,4,0,2,1,0,4,2,3,2,1
126,0,0,0,0,0,3,2,2,2,2,2,3,2,4,0,2,2,2,2,0,0,1,2,2,2
127,160,160,160,120,120,4,5,5,4,3,3,3,3,3,5,2,5,5,5,5,4,5,4,4,2
128,120,80,80,160,80,4,5,5,5,5,3,2,3,3,3,5,4,5,5,4,3,4,5,4,3
129,120,40,40,120,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
130,160,120,120,120,200,3,4,5,4,5,2,2,2,4,0,2,4,4,2,2,0,1,2,2,2
131,120,40,40,120,40,0,2,2,2,2,0,2,2,2,0,1,2,2,2,0,0,0,0,0,0
132,120,40,40,120,40,3,2,3,2,3,0,2,2,0,2,2,1,2,2,3,0,0,1,1,2
133,200,40,80,160,40,5,4,5,5,5,3,2,4,5,3,3,1,2,2,4,0,0,1,2,3
134,120,40,40,120,40,2,2,3,1,3,0,0,2,2,2,0,2,1,1,2,0,0,0,0,0
135,120,120,120,160,120,4,0,1,2,2,4,3,3,4,3,2,0,2,2,2,3,2,3,3,3
136,160,40,40,160,40,5,2,3,5,5,3,1,2,4,0,5,5,5,5,5,2,2,2,2,2
137,80,80,80,80,80,2,1,3,3,2,0,1,2,1,0,1,2,1,2,1,1,2,2,2,2
138,120,160,120,120,80,1,3,2,2,1,3,2,2,4,0,2,2,2,2,2,1,1,1,1,1
139,120,120,160,120,40,4,4,5,5,3,0,2,2,2,0,2,0,2,2,2,0,0,0,0,2
140,0,0,0,0,0,0,1,2,0,0,2,3,2,4,0,2,0,2,1,0,2,2,2,2,1
141,80,120,80,80,40,2,2,3,2,2,0,2,2,0,0,0,2,2,2,0,0,1,2,2,2
142,120,40,40,120,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
143,120,120,80,120,120,3,3,3,3,2,4,3,3,4,3,5,2,3,5,4,2,2,1,1,0
144,200,160,160,200,160,4,3,4,4,2,3,3,3,4,5,5,5,5,5,5,4,4,4,4,4
145,80,120,80,120,0,1,2,2,0,0,2,3,3,3,5,2,2,2,2,1,0,2,0,0,2
146,120,160,80,80,160,2,2,2,2,2,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0
147,80,80,80,120,80,3,1,3,1,2,4,3,3,4,3,2,3,2,3,2,1,0,0,0,0
148,160,120,120,160,160,4,5,2,3,5,4,3,4,4,3,4,3,3,3,3,2,3,4,4,2
149,160,200,120,120,120,4,5,5,5,3,3,2,2,3,3,5,5,4,5,5,2,3,3,2,2
150,80,120,80,80,80,4,5,5,4,5,3,2,2,2,0,2,4,2,2,3,2,3,3,2,3
151,80,40,40,80,0,0,2,2,1,0,1,2,2,2,0,0,1,1,1,1,0,1,1,0,3
152,200,120,120,160,120,5,2,5,5,5,0,0,2,0,0,5,5,5,5,5,4,5,5,4,5
153,200,200,160,120,0,4,5,5,4,2,3,2,3,4,5,5,5,5,5,5,4,3,3,3,4
154,120,200,120,120,80,0,1,0,0,0,0,1,2,2,1,0,1,2,2,0,1,2,2,1,0
155,160,120,120,120,80,1,2,2,0,0,2,2,2,2,2,2,3,2,2,0,0,0,2,3,0
156,120,80,80,80,120,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,0
157,120,200,160,160,120,1,4,4,3,4,3,2,3,4,5,1,2,2,2,3,1,2,2,4,3
158,120,120,120,120,120,2,2,2,2,1,1,2,2,4,0,0,2,1,2,0,1,2,2,2,2
159,160,160,160,160,120,4,4,2,4,2,3,3,3,4,5,5,3,5,5,5,3,2,1,2,0
160,160,120,120,160,0,2,3,3,3,0,4,3,4,4,2,0,1,2,2,0,2,4,2,2,3
161,80,80,80,120,0,1,2,2,0,0,2,2,2,2,2,0,2,0,0,0,0,1,2,2,0
162,160,200,160,160,160,5,4,5,5,2,4,2,2,4,2,2,1,2,2,0,2,1,2,2,1
163,120,40,40,120,40,2,2,2,2,2,2,3,2,3,3,2,0,2,3,0,1,2,2,2,1
164,120,40,80,120,80,2,0,1,1,2,2,2,2,2,0,1,0,2,2,0,0,0,0,1,0
165,120,40,40,120,0,3,1,2,3,1,3,2,2,2,0,2,1,2,1,0,2,1,2,2,0
166,80,40,80,80,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
167,80,120,80,120,80,0,0,0,0,0,3,2,2,2,0,2,1,2,2,0,0,0,0,0,0
168,80,40,40,80,0,0,1,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
169,160,120,160,120,80,2,2,2,1,2,2,3,2,2,0,4,5,5,5,5,2,2,2,2,2
170,80,40,40,0,0,2,2,2,2,2,3,2,2,3,0,2,2,2,2,1,1,2,2,2,2
171,120,120,120,80,80,2,2,2,2,0,2,3,3,4,0,3,2,2,1,0,1,1,1,1,1
172,120,120,160,120,80,2,3,3,3,2,4,3,2,4,2,4,5,5,4,3,2,3,2,2,3
173,120,80,80,120,160,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,1,2,2,1,0
174,160,200,120,160,160,4,5,5,5,5,3,2,2,4,0,5,5,4,3,5,4,5,4,3,4
175,80,40,80,40,0,0,2,3,1,0,0,2,2,2,0,0,0,0,0,0,0,1,2,0,1
176,160,120,120,160,160,3,2,2,5,1,4,3,4,3,3,2,2,2,2,2,3,2,2,2,1
177,120,120,160,120,120,1,2,2,2,2,0,2,2,2,0,0,1,2,2,1,1,2,2,1,2
178,0,0,0,0,0,5,4,5,5,5,0,2,2,2,2,4,1,2,2,2,2,2,2,2,2
179,120,120,80,120,120,4,2,5,5,3,4,3,2,4,3,1,0,2,3,2,1,0,0,2,0
180,0,0,0,0,0,0,2,2,1,0,0,2,2,2,0,0,1,2,0,0,0,0,0,0,0
181,120,120,160,120,120,2,4,4,2,0,3,2,3,3,0,2,2,2,2,0,0,0,0,0,0
182,160,160,160,160,200,5,4,5,5,5,4,2,2,4,2,2,0,2,2,3,3,4,5,4,5
183,160,160,160,160,160,4,5,4,4,3,3,2,3,3,3,5,5,5,5,3,4,2,2,3,3
184,0,0,0,0,0,0,1,2,0,0,0,2,2,2,2,0,1,2,1,0,0,0,0,0,0
185,160,200,160,160,120,5,4,4,5,3,2,3,2,2,0,5,5,5,5,5,3,4,4,2,4
186,120,120,120,160,160,3,3,3,4,3,0,2,2,2,0,4,0,2,4,3,1,2,2,2,3
187,200,200,200,160,160,5,5,5,5,5,3,2,2,4,0,4,2,3,4,4,2,2,2,2,2
188,0,0,0,0,0,2,2,3,3,3,3,2,2,3,2,2,1,2,2,2,0,0,0,0,0
189,120,80,120,120,120,3,2,2,3,2,3,2,4,3,2,3,2,2,3,2,2,2,2,4,4
190,120,120,120,120,160,3,3,2,3,3,4,3,2,4,3,1,2,2,2,0,0,1,2,3,1
191,80,40,80,80,40,2,1,2,2,1,0,2,2,4,0,0,0,0,0,0,3,2,2,3,2
192,160,120,160,160,160,5,5,5,5,5,3,3,3,3,2,5,5,5,5,4,3,4,4,3,2
193,120,120,80,120,80,3,1,2,3,0,3,1,2,4,0,2,2,2,2,0,2,1,2,1,0
194,160,160,120,160,120,4,2,4,5,1,3,3,3,4,0,4,5,5,5,2,2,2,2,2,2
195,120,120,80,160,40,1,2,3,1,0,3,3,3,4,0,0,1,2,2,2,2,0,2,0,0
196,120,160,160,120,160,2,4,5,4,2,3,2,4,3,3,0,2,2,2,2,3,2,2,0,2
197,120,120,120,160,80,4,3,3,4,3,1,2,2,1,0,2,2,2,2,2,1,4,0,0,0
198,160,160,200,200,160,5,5,5,5,5,3,2,2,3,5,5,5,4,5,4,2,1,2,4,2
199,120,200,160,120,120,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2
200,120,80,80,120,120,3,1,4,3,5,1,2,2,2,2,0,0,0,0,0,0,0,0,1,1
201,160,120,120,160,160,5,5,5,5,5,3,3,4,3,5,5,2,2,5,4,1,2,2,1,2
202,120,120,120,120,0,1,2,2,2,2,1,2,2,2,0,0,2,2,0,0,1,2,2,1,3
203,120,120,120,120,80,3,3,2,2,3,3,3,3,4,5,5,3,3,4,3,1,0,0,0,0
204,120,160,120,120,80,1,1,2,1,0,1,2,2,2,4,2,2,2,1,0,0,0,0,0,0
205,80,120,120,80,120,5,5,5,5,5,4,3,2,4,2,4,5,3,4,5,3,3,3,2,3
206,120,120,120,160,120,3,2,3,4,1,1,2,2,1,2,2,1,0,2,1,2,2,2,2,2
207,120,120,120,120,120,1,2,3,1,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2
208,160,120,80,120,120,3,0,1,3,0,0,2,2,1,0,2,1,2,3,1,0,0,0,0,0
209,120,40,40,80,40,0,2,1,1,2,0,2,2,2,2,0,2,2,2,0,0,0,0,0,0
210,80,40,40,80,0,0,1,0,1,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0
211,0,0,0,0,0,1,2,2,2,1,0,2,2,2,2,2,2,2,1,2,0,0,0,0,0
212,80,80,40,80,80,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2
213,120,120,80,120,0,1,2,1,2,1,0,2,2,0,2,1,2,2,2,2,0,0,0,0,0
214,120,120,120,120,80,1,3,2,3,2,3,3,3,4,5,2,4,5,2,0,3,3,3,3,0
215,160,80,80,120,40,2,2,2,1,2,0,2,2,4,0,1,1,2,2,0,0,0,0,0,0
216,160,160,200,200,0,5,5,5,5,3,4,3,4,3,0,4,5,5,5,0,2,5,4,2,1
217,160,160,120,120,120,3,5,5,3,2,3,3,4,3,2,0,2,2,2,0,1,1,2,1,2
218,160,200,160,160,0,4,5,5,4,1,4,3,4,5,0,1,2,2,2,0,2,1,2,1,0
219,120,40,40,120,0,3,2,1,1,0,0,0,2,0,0,1,2,1,2,0,2,2,2,1,1
220,120,80,80,120,120,2,2,2,3,3,0,2,2,4,0,2,1,2,2,2,2,2,2,2,4
221,120,120,120,120,80,4,3,5,4,0,3,2,2,4,0,5,5,5,5,2,3,2,2,2,2
222,160,80,160,160,120,5,5,5,5,4,4,3,4,5,5,4,5,5,5,3,3,4,3,4,3
223,160,160,160,160,160,5,5,5,5,4,4,3,4,5,5,2,4,4,4,4,5,5,5,5,5
224,160,120,120,160,120,2,1,1,3,1,0,2,2,2,0,4,2,2,2,0,0,1,2,0,1
225,120,120,160,120,0,5,5,5,5,0,2,3,3,3,0,4,5,5,5,2,2,4,2,2,0
226,80,80,80,80,80,4,4,3,4,2,3,2,4,3,3,4,5,2,3,2,1,2,2,2,2
227,160,200,160,200,200,4,5,4,3,5,3,2,4,0,3,2,5,5,5,5,4,5,5,5,5
228,120,120,120,120,80,4,4,3,3,0,3,2,2,3,0,2,3,2,2,0,0,0,0,0,0
229,80,40,40,80,40,2,2,1,2,0,0,2,2,2,0,2,1,2,2,1,0,0,1,1,1
230,160,160,160,200,120,4,4,5,3,2,4,3,2,4,5,5,5,5,5,0,2,4,5,2,4
231,0,0,0,0,0,2,3,3,3,2,1,2,2,4,0,2,3,2,2,0,2,2,2,2,2
232,120,120,80,80,80,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,2,1,2,2,0
233,120,120,120,120,40,1,2,2,1,0,2,2,2,2,2,2,2,2,3,0,2,2,2,2,2
234,160,120,160,160,120,4,5,3,3,3,4,3,2,4,3,5,5,5,5,4,3,2,3,2,1
235,120,120,120,120,40,4,5,5,5,2,4,3,4,3,1,4,5,4,4,0,2,4,5,2,2
236,0,0,0,0,0,1,2,1,1,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0
237,120,120,80,120,80,4,3,4,4,2,4,3,3,4,2,4,2,2,2,0,2,2,2,2,2
238,120,120,120,120,120,4,3,4,3,3,4,3,3,4,3,5,5,5,5,5,2,3,2,3,2
239,120,120,80,120,40,3,3,2,1,0,2,2,2,2,0,0,0,1,1,0,2,2,2,2,2
240,200,200,200,120,120,4,4,3,4,2,3,2,3,4,5,4,5,5,5,2,3,5,4,2,4
241,120,120,80,80,80,3,3,2,3,2,0,2,2,2,0,2,2,2,1,0,2,3,1,1,2
242,160,200,120,120,80,3,1,2,3,1,4,3,2,4,2,5,5,5,4,5,2,2,2,2,2
243,160,120,120,120,0,2,2,1,2,0,0,2,2,4,0,4,2,2,2,0,1,2,2,1,2
244,120,120,120,160,0,4,5,5,4,0,4,4,3,5,0,5,5,5,5,0,4,5,5,4,2
245,160,160,160,160,80,4,5,4,3,5,3,2,3,3,0,2,5,5,5,2,2,3,4,2,2
246,120,160,120,120,120,2,5,4,2,4,2,3,2,2,3,2,2,2,2,2,0,2,2,0,2
247,40,120,80,40,40,1,2,2,3,0,0,2,2,2,2,1,1,2,2,0,0,1,0,0,0
248,120,40,40,120,40,2,2,2,2,0,1,2,2,4,0,2,1,2,2,0,0,0,0,0,0
249,160,160,160,160,0,4,5,4,5,1,0,2,2,2,3,4,5,5,5,0,1,2,2,1,2
250,160,120,120,120,80,4,5,5,5,4,4,3,3,4,2,2,3,2,2,3,2,3,0,0,0
251,120,80,80,80,120,2,3,4,3,2,0,2,2,0,2,2,2,2,1,0,0,0,2,1,4
252,200,200,200,160,40,4,5,5,5,0,4,3,3,4,2,5,5,5,5,2,2,2,2,2,1
253,120,120,80,160,120,3,3,4,3,2,3,2,2,2,0,5,5,5,3,4,3,5,3,3,3
254,200,120,160,160,120,5,4,5,5,3,4,3,4,5,3,5,5,5,5,5,3,4,2,2,1
255,120,40,40,120,40,1,0,1,2,1,0,2,2,2,0,2,1,2,2,2,1,2,2,1,2
256,120,120,160,160,80,4,4,2,2,2,0,2,2,2,0,3,4,3,3,1,2,2,2,2,2
257,160,120,120,160,80,4,3,2,4,0,4,3,3,4,2,5,5,5,5,4,4,5,4,4,2
258,120,40,40,120,40,1,1,1,3,3,0,0,2,2,2,0,2,2,2,2,1,1,1,1,2
