,id,nota_total,nota_c1,nota_c2,nota_c3,nota_c4,nota_c5,n_verbos_e_pronomes_1ps,n_verbos_e_pronomes_1ps_tok,n_pron_dem,n_pron_dem_tok,n_enclises,n_enclises_tok,n_sentencas_mq_70,n_erros_gramatica,n_erros_gramatica_tok,n_erros_ortografia,n_erros_ortografia_tok,n_erros_estilo_num_sent,n_marcadores_discursivos,n_marcadores_discursivos_num_sent,flesch_score,tam_avg_silabas,n_tokens,similaridade_proposta_bertimbau,similaridade_proposta_albertina,similaridade_proposta_bertugues,numero_palavras_diferentes,tam_avg_sentencas_caracteres,variancia_tam_sentencas,n_substantivos,n_adjetivos,n_adverbios,n_conjuncoes,similaridade_direitos_humanos_bertimbau,similaridade_direitos_humanos_albertina,similaridade_direitos_humanos_bertugues,similaridade_tit_1_constituicao_bertimbau,similaridade_tit_1_constituicao_albertina,similaridade_tit_1_constituicao_bertugues
10,11,600,120,120,120,120,120,0,0.0,2,0.0092165898617511,0,0.0,7,1,0.0046082949308755,1,0.0046082949308755,0.2857142857142857,33,4.714285714285714,23.593846153846165,2.3282051282051284,217,0.8572238683700562,0.972712218761444,0.8836904168128967,136,188.8571428571429,7363.476190476191,59,16,20,7,0.8175671100616455,0.95512455701828,0.8524896502494812,0.8178870677947998,0.9442575573921204,0.8541639447212219
11,12,360,120,40,40,120,40,0,0.0,4,0.015625,0,0.0,7,0,0.0,7,0.0364583333333333,0.0,23,2.875,58.00181179775284,1.98876404494382,192,0.8532452583312988,0.9716041088104248,0.919792890548706,113,132.375,3242.553571428572,53,7,10,14,0.7924441695213318,0.944988250732422,0.8517388105392456,0.7629488706588745,0.9188646674156188,0.8441030979156494
12,13,760,160,160,120,160,160,0,0.0,3,0.0106382978723404,0,0.0,8,0,0.0,0,0.0,0.25,27,3.375,30.214081632653095,2.212244897959184,282,0.9094153046607972,0.9740129113197328,0.9130122065544128,150,202.875,1192.125,74,18,7,18,0.8513739109039307,0.951223373413086,0.8692718744277954,0.8464440703392029,0.9380853176116944,0.8789401650428772
13,14,560,120,160,120,120,40,0,0.0,8,0.0027932960893854,0,0.0,6,5,0.0139664804469273,0,0.0,0.1666666666666666,42,7.0,16.4015956887487,2.1135646687697163,358,0.9052760004997252,0.978864848613739,0.9429944157600404,187,334.5,26951.9,79,25,32,18,0.8359466195106506,0.9576395153999328,0.8717908263206482,0.8179230690002441,0.9320771098136902,0.861770749092102
14,15,0,0,0,0,0,0,0,0.0,1,0.0095693779904306,0,0.0,7,1,0.0047846889952153,1,0.0047846889952153,0.1428571428571428,32,4.571428571428571,63.1461290322581,1.870967741935484,209,0.8467550873756409,0.9734016060829164,0.915479063987732,117,153.28571428571428,3539.904761904762,38,11,10,13,0.776849091053009,0.9506605863571168,0.8257334232330322,0.758336067199707,0.9280959367752076,0.8286619186401367
15,16,520,40,80,120,160,120,0,0.0,2,0.0050251256281407,1,0.0025125628140703,8,2,0.0050251256281407,0,0.0,0.25,51,6.375,29.344256305638005,2.086053412462908,398,0.9070013761520386,0.974853217601776,0.9354522228240968,194,263.375,10848.267857142857,86,30,21,28,0.8511765003204346,0.9561564326286316,0.8688030242919922,0.8382806777954102,0.9378970861434937,0.8708823919296265
16,17,800,160,160,160,160,160,0,0.0,5,0.0,1,0.0021739130434782,15,0,0.0,6,0.0130434782608695,0.0,58,3.8666666666666663,43.93677120822625,2.102827763496144,460,0.9336605072021484,0.9863216280937196,0.9551053047180176,207,165.2,4619.314285714286,108,16,20,26,0.8779770731925964,0.96073317527771,0.8861315250396729,0.8626137971878052,0.9501552581787108,0.8930686712265015
17,18,280,80,80,40,40,40,5,0.0245098039215686,3,0.0147058823529411,0,0.0,6,1,0.0049019607843137,8,0.0392156862745098,0.0,25,3.571428571428572,54.17467032967035,1.989010989010989,204,0.8512991666793823,0.961033821105957,0.8777440786361694,106,154.0,3820.6666666666665,42,9,28,18,0.8079220652580261,0.950326144695282,0.8481763601303101,0.7756162285804749,0.923765242099762,0.8400952816009521
18,19,640,120,160,160,120,80,0,0.0,7,0.0067720090293453,0,0.0,13,4,0.0090293453724604,1,0.0022573363431151,0.1111111111111111,63,3.5,41.3514009661836,2.1739130434782608,443,0.8435065746307373,0.9723031520843506,0.8855134844779968,229,142.72222222222223,8108.683006535948,106,41,29,17,0.8197558522224426,0.957771897315979,0.868881106376648,0.8071918487548828,0.9371799826622008,0.8729778528213501
19,20,520,120,80,80,120,120,0,0.0,3,0.028735632183908,0,0.0,6,2,0.0114942528735632,0,0.0,0.0,22,3.6666666666666665,52.536979830148624,2.006369426751593,174,0.8726898431777954,0.9805352091789246,0.920795202255249,99,153.0,2171.2,31,12,12,16,0.8239378929138184,0.9671526551246644,0.8507577180862427,0.8001358509063721,0.9509648084640504,0.8543149828910828
20,21,560,120,160,120,120,40,0,0.0,2,0.0050251256281407,1,0.0025125628140703,8,2,0.0050251256281407,0,0.0,0.25,51,6.375,29.344256305638005,2.086053412462908,398,0.9070013761520386,0.974853217601776,0.9354522228240968,194,263.375,10848.267857142857,86,30,21,28,0.8511765003204346,0.9561564326286316,0.8688030242919922,0.8382806777954102,0.9378970861434937,0.8708823919296265
21,22,600,120,120,120,120,120,0,0.0,2,0.0038461538461538,4,0.0153846153846153,10,2,0.0076923076923076,0,0.0,0.1,33,3.3,31.3529349775785,2.295964125560538,260,0.8773724436759949,0.974389374256134,0.8949261903762817,158,154.0,3040.6666666666665,52,25,17,14,0.8511789441108704,0.9552377462387084,0.8724762201309204,0.8484227061271667,0.9459697604179382,0.8849438428878784
22,23,720,120,160,160,160,120,0,0.0,2,0.0080321285140562,1,0.0040160642570281,7,1,0.0040160642570281,0,0.0,0.125,32,4.0,25.100208333333377,2.310185185185185,249,0.8732485175132751,0.973132848739624,0.8859913349151611,143,187.5,6724.857142857143,56,31,13,7,0.8196765780448914,0.9503105878829956,0.8478574156761169,0.8024056553840637,0.9362398386001588,0.8468928337097168
23,24,0,0,0,0,0,0,0,0.0,2,0.0289017341040462,1,0.0057803468208092,5,0,0.0,4,0.0231213872832369,0.1666666666666666,26,4.333333333333333,57.45392156862748,1.954248366013072,173,0.8827786445617676,0.9810936450958252,0.9080867767333984,100,151.5,5534.3,28,9,9,16,0.8598358035087585,0.966463565826416,0.8673328161239624,0.8131343126296997,0.942264974117279,0.8517805933952332
24,25,880,160,200,200,160,160,0,0.0,7,0.0029673590504451,1,0.0029673590504451,12,2,0.0059347181008902,1,0.0029673590504451,0.1333333333333333,35,2.333333333333333,27.709241183162717,2.3754266211604094,337,0.8881836533546448,0.9764432907104492,0.8969942331314087,180,133.26666666666668,3862.209523809524,75,31,19,16,0.8744956254959106,0.9612610340118408,0.8960006833076477,0.8833591341972351,0.9564793705940248,0.9142783880233764
25,26,600,120,120,80,120,160,0,0.0,5,0.0054495912806539,0,0.0,11,1,0.0027247956403269,1,0.0027247956403269,0.0909090909090909,43,3.909090909090909,31.705774962742183,2.232786885245902,367,0.9379599094390868,0.982936143875122,0.9558730125427246,196,180.9090909090909,7383.890909090909,95,26,6,24,0.8999316692352295,0.974099338054657,0.9114689826965332,0.8885317444801331,0.9577942490577698,0.9174672961235046
26,27,400,160,40,40,120,40,0,0.0,4,0.0058823529411764,1,0.0058823529411764,6,0,0.0,0,0.0,0.0,26,2.6,66.2022167832168,1.986013986013986,170,0.9013347029685974,0.9776599407196044,0.9299939274787904,103,84.9,1227.4333333333334,37,9,6,14,0.8491325974464417,0.96428120136261,0.864651083946228,0.824911892414093,0.9406606554985046,0.8590769171714783
27,28,680,120,120,160,160,120,0,0.0,8,0.0027932960893854,0,0.0,6,5,0.0139664804469273,0,0.0,0.1666666666666666,42,7.0,16.4015956887487,2.1135646687697163,358,0.9052760004997252,0.978864848613739,0.9429944157600404,187,334.5,26951.9,79,25,32,18,0.8359466195106506,0.9576395153999328,0.8717908263206482,0.8179230690002441,0.9320771098136902,0.861770749092102
28,29,280,80,40,40,120,0,0,0.0,1,0.0095693779904306,0,0.0,7,1,0.0047846889952153,1,0.0047846889952153,0.1428571428571428,32,4.571428571428571,63.1461290322581,1.870967741935484,209,0.8467550873756409,0.9734016060829164,0.915479063987732,117,153.28571428571428,3539.904761904762,38,11,10,13,0.776849091053009,0.9506605863571168,0.8257334232330322,0.758336067199707,0.9280959367752076,0.8286619186401367
29,30,560,120,120,80,80,160,2,0.0068027210884353,12,0.0136054421768707,2,0.0068027210884353,10,1,0.0034013605442176,2,0.0068027210884353,0.1,36,3.6,45.90278313253015,2.0963855421686746,294,0.9335782527923584,0.9878945350646972,0.9456515908241272,167,160.0,4717.333333333333,69,27,16,20,0.8734121322631836,0.9628244638442992,0.8882842063903809,0.8541625142097473,0.9477466344833374,0.886947751045227
30,31,0,0,0,0,0,0,0,0.0,1,0.0,0,0.0,4,0,0.0,0,0.0,0.25,14,3.5,39.49927631578949,2.1894736842105265,105,0.8633533716201782,0.9655361771583556,0.9150746464729308,62,145.25,2095.583333333333,28,10,11,6,0.8075187802314758,0.9404283761978148,0.840715229511261,0.7962420582771301,0.919314980506897,0.8415526747703552
31,32,960,200,160,200,200,200,0,0.0,8,0.0087719298245614,2,0.0043859649122807,14,1,0.0021929824561403,2,0.0043859649122807,0.0714285714285714,61,4.357142857142857,38.95363636363639,2.136363636363636,456,0.9311439990997314,0.9845215678215028,0.948820948600769,232,179.85714285714286,4354.747252747253,103,41,16,31,0.8751304149627686,0.9639160633087158,0.896476686000824,0.8718249797821045,0.95497727394104,0.8983405232429504
32,33,600,120,120,120,160,80,0,0.0,1,0.0039840637450199,0,0.0,6,1,0.0039840637450199,4,0.0159362549800796,0.3333333333333333,30,5.0,36.8320778748181,2.0480349344978164,251,0.8986525535583496,0.9754812717437744,0.9252443313598632,114,233.16666666666663,9338.966666666667,49,24,23,23,0.8097561001777649,0.9461974501609802,0.8519946932792664,0.7861801385879517,0.9212396144866944,0.8400961756706238
33,34,760,160,160,120,160,160,0,0.0,8,0.0087719298245614,2,0.0043859649122807,14,1,0.0021929824561403,2,0.0043859649122807,0.0714285714285714,61,4.357142857142857,38.95363636363639,2.136363636363636,456,0.9311439990997314,0.9845215678215028,0.948820948600769,232,179.85714285714286,4354.747252747253,103,41,16,31,0.8751304149627686,0.9639160633087158,0.896476686000824,0.8718249797821045,0.95497727394104,0.8983405232429504
34,35,560,120,120,120,120,80,0,0.0,5,0.0113207547169811,0,0.0,4,5,0.0188679245283018,0,0.0,0.0,35,8.75,24.361006097560995,1.9065040650406504,265,0.8849712014198303,0.9649969935417176,0.9062402248382568,128,364.75,44963.583333333336,42,12,31,22,0.8363284468650818,0.9561447501182556,0.8496747016906738,0.7906890511512756,0.9211733937263488,0.8381587266921997
35,36,320,120,40,40,120,0,0,0.0,4,0.01875,1,0.003125,6,1,0.003125,0,0.0,0.0,34,5.666666666666667,23.942959770114957,2.0724137931034483,320,0.9045958518981934,0.9854130744934082,0.9411334991455078,157,305.0,7022.0,83,25,10,24,0.8512942790985107,0.9576889276504515,0.8740199208259583,0.8204551935195923,0.9412017464637756,0.8729976415634155
36,37,760,160,120,160,160,160,0,0.0,3,0.0106382978723404,0,0.0,8,0,0.0,0,0.0,0.25,27,3.375,30.214081632653095,2.212244897959184,282,0.9094153046607972,0.9740129113197328,0.9130122065544128,150,202.875,1192.125,74,18,7,18,0.8513739109039307,0.951223373413086,0.8692718744277954,0.8464440703392029,0.9380853176116944,0.8789401650428772
37,38,320,120,40,80,80,0,2,0.0131578947368421,1,0.0,1,0.006578947368421,5,3,0.0197368421052631,0,0.0,0.0909090909090909,30,2.727272727272727,50.003745727956286,2.2030075187969924,152,0.8369914889335632,0.9606599807739258,0.8934386372566223,82,80.27272727272727,4069.6181818181817,30,12,9,20,0.8248974084854126,0.9543368816375732,0.8597450256347656,0.8112414479255676,0.93253493309021,0.8637405633926392
38,39,480,120,120,80,80,80,0,0.0,4,0.0055865921787709,2,0.0055865921787709,11,4,0.0111731843575419,2,0.0055865921787709,0.0833333333333333,48,4.0,38.41863095238099,2.168253968253968,358,0.9126904010772704,0.9835066199302672,0.9519509077072144,196,168.25,7231.113636363636,85,22,18,30,0.8617454767227173,0.9730810523033142,0.8985095620155334,0.8508657217025757,0.9553432464599608,0.8891640901565552
39,40,360,120,40,40,120,40,0,0.0,0,0.0,0,0.0,6,1,0.0038167938931297,0,0.0,0.1666666666666666,29,4.833333333333333,22.694194915254265,2.199152542372881,262,0.8902870416641235,0.9817270040512084,0.9348912835121156,142,249.66666666666663,3011.4666666666667,74,14,14,16,0.8443761467933655,0.9610012769699096,0.881637692451477,0.8246320486068726,0.9434158802032472,0.8736587762832642
40,41,680,120,160,160,120,120,0,0.0,10,0.0116618075801749,0,0.0,10,1,0.0029154518950437,1,0.0029154518950437,0.1,46,4.6,23.50675581395351,2.302325581395349,343,0.8671358227729797,0.9688193202018738,0.8740928769111633,179,201.1,9761.655555555555,84,17,12,19,0.8640033006668091,0.9644503593444824,0.8727632761001587,0.8497952222824097,0.9441053867340088,0.8740947246551514
41,42,360,80,80,80,80,40,0,0.0,4,0.027027027027027,3,0.0162162162162162,6,3,0.0162162162162162,5,0.027027027027027,0.1666666666666666,27,4.5,66.24252495009983,1.81437125748503,185,0.820315957069397,0.9572653770446776,0.9185711741447448,97,158.83333333333334,4255.766666666666,36,6,17,12,0.7432637810707092,0.937330424785614,0.8264462947845459,0.7079752087593079,0.9037136435508728,0.8119292855262756
42,43,720,160,120,120,160,160,0,0.0,4,0.0075,4,0.01,10,0,0.0,1,0.0025,0.1,45,4.5,25.27487209302327,2.2238372093023258,400,0.9263170957565308,0.9879875183105468,0.9464144110679626,199,230.5,8117.611111111111,100,39,26,15,0.8637886047363281,0.9586548805236816,0.8812294602394104,0.8584810495376587,0.9488911032676696,0.8846606612205505
43,44,320,120,40,40,120,0,2,0.0131578947368421,1,0.0,1,0.006578947368421,5,3,0.0197368421052631,0,0.0,0.0909090909090909,30,2.727272727272727,50.003745727956286,2.2030075187969924,152,0.8369914889335632,0.9606599807739258,0.8934386372566223,82,80.27272727272727,4069.6181818181817,30,12,9,20,0.8248974084854126,0.9543368816375732,0.8597450256347656,0.8112414479255676,0.93253493309021,0.8637405633926392
44,45,440,160,40,40,160,40,0,0.0,2,0.0093457943925233,1,0.0046728971962616,7,1,0.0046728971962616,0,0.0,0.0,25,3.125,41.92937500000002,2.15625,214,0.919986367225647,0.9856598973274232,0.945862889289856,124,153.625,3207.9821428571427,49,24,9,12,0.8456397652626038,0.9610037803649902,0.8826234340667725,0.8397511839866638,0.9461959600448608,0.8766070008277893
45,46,880,160,200,160,200,160,0,0.0,8,0.0087719298245614,2,0.0043859649122807,14,1,0.0021929824561403,2,0.0043859649122807,0.0714285714285714,61,4.357142857142857,38.95363636363639,2.136363636363636,456,0.9311439990997314,0.9845215678215028,0.948820948600769,232,179.85714285714286,4354.747252747253,103,41,16,31,0.8751304149627686,0.9639160633087158,0.896476686000824,0.8718249797821045,0.95497727394104,0.8983405232429504
46,47,800,160,160,160,160,160,0,0.0,3,0.0191570881226053,1,0.003831417624521,9,1,0.003831417624521,1,0.003831417624521,0.0,32,3.555555555555556,39.060993117010845,2.1769911504424777,261,0.8618760108947754,0.9702027440071106,0.8896510601043701,144,162.33333333333334,3702.75,58,19,8,14,0.846621572971344,0.961104929447174,0.8678795099258423,0.8386818170547485,0.9482386708259584,0.8794144988059998
47,48,840,160,200,160,160,160,0,0.0,5,0.0127388535031847,0,0.0,10,0,0.0,0,0.0,0.0,37,3.7,24.49341549295776,2.309859154929577,314,0.894460916519165,0.9755958914756776,0.9027081727981568,184,190.2,5373.066666666667,77,31,13,19,0.8651362061500549,0.9524900317192078,0.8671249151229858,0.8481617569923401,0.939140558242798,0.8746626377105713
48,49,320,80,80,40,40,80,0,0.0,1,0.0039840637450199,0,0.0,6,1,0.0039840637450199,4,0.0159362549800796,0.3333333333333333,30,5.0,36.8320778748181,2.0480349344978164,251,0.8986525535583496,0.9754812717437744,0.9252443313598632,114,233.16666666666663,9338.966666666667,49,24,23,23,0.8097561001777649,0.9461974501609802,0.8519946932792664,0.7861801385879517,0.9212396144866944,0.8400961756706238
49,50,880,160,160,200,160,200,0,0.0,5,0.0051948051948051,0,0.0,13,0,0.0,1,0.0025974025974025,0.0,45,3.4615384615384617,25.505035394053827,2.334355828220859,385,0.875637412071228,0.9746487736701964,0.8958550095558167,208,172.6153846153846,4403.089743589743,85,28,14,24,0.8473679423332214,0.947933554649353,0.8751588463783264,0.8549870252609253,0.9423823952674866,0.8930978775024414
50,51,200,40,40,40,40,40,0,0.0,4,0.0058823529411764,1,0.0058823529411764,6,0,0.0,0,0.0,0.0,26,2.6,66.2022167832168,1.986013986013986,170,0.9013347029685974,0.9776599407196044,0.9299939274787904,103,84.9,1227.4333333333334,37,9,6,14,0.8491325974464417,0.96428120136261,0.864651083946228,0.824911892414093,0.9406606554985046,0.8590769171714783
51,52,680,160,200,120,120,80,0,0.0,4,0.0051679586563307,1,0.0025839793281653,11,0,0.0,0,0.0,0.1538461538461538,43,3.3076923076923075,37.07950928381966,2.17816091954023,387,0.8907082080841064,0.9785544276237488,0.8978629112243652,182,171.69230769230768,9448.064102564103,97,32,19,17,0.856763482093811,0.9568797945976256,0.8907498717308044,0.8430520296096802,0.9425272941589355,0.8880509734153748
52,53,680,120,160,160,160,80,0,0.0,0,0.0103448275862068,1,0.0034482758620689,9,2,0.0068965517241379,4,0.0137931034482758,0.1,31,3.1,37.84121428571429,2.1904761904761907,290,0.927619993686676,0.9863022565841676,0.9580114483833312,167,162.7,3089.3444444444444,60,22,8,17,0.8671139478683472,0.9660069346427916,0.8834530115127563,0.8648527264595032,0.9563511610031128,0.8944495916366577
53,54,480,120,120,80,120,40,1,0.004524886877828,4,0.004524886877828,0,0.0,5,1,0.004524886877828,5,0.0226244343891402,0.6,26,5.2,30.631985074626904,2.0945273631840795,221,0.852053701877594,0.9613352417945862,0.8748616576194763,126,245.0,243.5,48,11,17,19,0.8018251657485962,0.9465415477752686,0.8428170084953308,0.7814207673072815,0.92105370759964,0.8436681628227234
54,55,560,120,120,80,120,120,5,0.0245098039215686,3,0.0147058823529411,0,0.0,6,1,0.0049019607843137,8,0.0392156862745098,0.0,25,3.571428571428572,54.17467032967035,1.989010989010989,204,0.8512991666793823,0.961033821105957,0.8777440786361694,106,154.0,3820.6666666666665,42,9,28,18,0.8079220652580261,0.950326144695282,0.8481763601303101,0.7756162285804749,0.923765242099762,0.8400952816009521
55,56,640,160,120,160,120,80,0,0.0,4,0.0118694362017804,1,0.0029673590504451,8,5,0.0148367952522255,0,0.0,0.1538461538461538,49,3.769230769230769,45.99178884873517,2.120805369127517,337,0.9174607396125792,0.9852656722068788,0.941720485687256,181,145.46153846153845,17946.602564102563,70,26,26,22,0.8623092770576477,0.9682607054710388,0.8820897340774536,0.8342370986938477,0.9477571845054626,0.8812524080276489
56,57,400,80,80,80,80,80,0,0.0,2,0.0021739130434782,2,0.0043478260869565,14,2,0.0043478260869565,0,0.0,0.0,49,3.5,39.12704545454547,2.145454545454545,460,0.9547688961029052,0.9901318550109864,0.9644715189933776,206,176.85714285714286,8235.362637362638,99,36,25,31,0.8686529994010925,0.9597601890563964,0.8850532174110413,0.8606323003768921,0.9467757344245912,0.8849987983703613
57,58,680,160,120,120,160,120,0,0.0,2,0.0,0,0.0,8,0,0.0,0,0.0,0.0,26,2.888888888888889,33.638873873873905,2.247747747747748,253,0.8903780579566956,0.972809672355652,0.9017930030822754,126,161.55555555555554,8374.277777777777,74,16,13,15,0.8475671410560608,0.9563446640968324,0.8762868046760559,0.841238260269165,0.9453631639480592,0.8858757615089417
58,59,640,120,120,120,120,160,0,0.0,2,0.0,0,0.0,8,0,0.0,0,0.0,0.0,26,2.888888888888889,33.638873873873905,2.247747747747748,253,0.8903780579566956,0.972809672355652,0.9017930030822754,126,161.55555555555554,8374.277777777777,74,16,13,15,0.8475671410560608,0.9563446640968324,0.8762868046760559,0.841238260269165,0.9453631639480592,0.8858757615089417
59,60,720,120,160,160,120,160,0,0.0,3,0.0,0,0.0,6,0,0.0,0,0.0,0.0,27,4.5,26.300451807228946,2.132530120481928,276,0.9521595239639282,0.9877128005027772,0.9509205222129822,152,257.5,8627.9,65,25,6,18,0.8963925242424011,0.967540442943573,0.8969154953956604,0.89197838306427,0.9548579454421996,0.9126384854316713
60,61,680,160,120,120,120,160,0,0.0,2,0.0080321285140562,1,0.0040160642570281,7,1,0.0040160642570281,0,0.0,0.125,32,4.0,25.100208333333377,2.310185185185185,249,0.8732485175132751,0.973132848739624,0.8859913349151611,143,187.5,6724.857142857143,56,31,13,7,0.8196765780448914,0.9503105878829956,0.8478574156761169,0.8024056553840637,0.9362398386001588,0.8468928337097168
61,62,760,160,200,120,120,160,0,0.0,2,0.0038461538461538,4,0.0153846153846153,10,2,0.0076923076923076,0,0.0,0.1,33,3.3,31.3529349775785,2.295964125560538,260,0.8773724436759949,0.974389374256134,0.8949261903762817,158,154.0,3040.6666666666665,52,25,17,14,0.8511789441108704,0.9552377462387084,0.8724762201309204,0.8484227061271667,0.9459697604179382,0.8849438428878784
62,63,400,80,80,80,80,80,0,0.0,2,0.0099667774086378,4,0.0132890365448504,7,5,0.0166112956810631,3,0.0099667774086378,0.1428571428571428,40,5.714285714285714,19.204022556391017,2.2481203007518795,301,0.8285958766937256,0.968893826007843,0.8812792301177979,164,260.85714285714283,10435.47619047619,70,23,16,23,0.8034854531288147,0.95590740442276,0.8491283059120178,0.7967737317085266,0.9389531016349792,0.8601493835449219
63,64,640,160,120,120,120,120,0,0.0,3,0.0,0,0.0,7,0,0.0,1,0.0053763440860215,0.1428571428571428,19,2.7142857142857144,40.275843373494006,2.180722891566265,186,0.8981887698173523,0.9811325669288636,0.9006662368774414,115,150.28571428571428,2337.904761904762,48,15,10,12,0.8381496071815491,0.956861972808838,0.8655311465263367,0.8282870054244995,0.9417823553085328,0.8701558113098145
64,65,720,160,80,160,160,160,0,0.0,9,0.0103092783505154,3,0.0061855670103092,12,1,0.002061855670103,2,0.0041237113402061,0.1428571428571428,53,3.7857142857142856,22.72377697841729,2.309352517985612,485,0.9066612720489502,0.9757651090621948,0.9273257851600648,243,200.92857142857144,15118.37912087912,109,36,18,28,0.8828853964805603,0.9674410223960876,0.8990381360054016,0.881056547164917,0.956438422203064,0.9048711657524108
65,66,600,120,120,120,120,120,0,0.0,6,0.025830258302583,1,0.003690036900369,5,0,0.0,1,0.003690036900369,0.2,28,5.6,32.61522406639007,1.975103734439834,271,0.8697545528411865,0.9730272889137268,0.9238397479057312,135,285.2,18786.2,52,10,15,25,0.8095502853393555,0.9580804705619812,0.8446456789970398,0.7843084335327148,0.9285812377929688,0.8477572798728943
