id,nota_c1,nota_c2,nota_c3,nota_c4,nota_c5,nota_c1_gemma4,nota_c2_gemma4,nota_c3_gemma4,nota_c4_gemma4,nota_c5_gemma4,nota_c1_qwen2.5,nota_c2_qwen2.5,nota_c3_qwen2.5,nota_c4_qwen2.5,nota_c5_qwen2.5,nota_c1_qwen3,nota_c2_qwen3,nota_c3_qwen3,nota_c4_qwen3,nota_c5_qwen3,nota_c1_deepseek-r1,nota_c2_deepseek-r1,nota_c3_deepseek-r1,nota_c4_deepseek-r1,nota_c5_deepseek-r1
98,120,120,80,120,120,3,4,4,3,2,3,2,2,3,1,3,4,3,2,3,4,5,4,4,4
99,160,40,40,160,40,5,5,5,5,5,2,3,4,3,1,3,4,5,4,5,4,2,3,3,4
100,120,120,120,120,160,3,4,4,4,5,2,1,1,1,3,4,4,4,4,5,3,3,3,3,3
101,120,120,120,120,120,2,3,3,2,1,2,4,3,1,3,2,2,2,2,2,2,3,2,1,2
102,160,120,120,80,0,5,5,5,5,2,3,4,5,4,3,4,5,5,5,5,4,5,5,4,5
103,160,40,40,120,40,3,2,3,2,2,2,3,2,1,0,2,2,2,3,2,2,3,3,2,2
104,0,0,0,0,0,2,2,2,2,2,2,1,1,2,1,2,2,3,2,2,0,0,0,0,0
105,120,160,160,120,120,5,4,5,5,5,2,3,4,3,5,4,4,4,4,4,2,4,4,3,4
106,80,120,120,80,80,2,2,2,2,0,2,1,1,2,0,2,2,2,2,0,1,2,1,1,0
107,80,80,80,80,80,2,4,2,2,2,2,3,3,2,4,3,4,4,3,3,1,2,2,1,3
108,160,40,40,120,40,4,3,4,4,5,2,1,1,1,0,4,3,3,3,5,3,2,2,2,3
109,200,200,160,200,160,4,5,5,4,5,3,2,3,2,0,4,5,5,5,5,4,5,5,5,5
110,160,160,160,160,120,4,3,4,3,5,4,5,3,4,2,3,5,5,4,5,3,3,3,3,3
111,200,120,160,120,160,4,5,5,5,5,2,4,3,3,2,5,5,5,5,5,4,5,5,4,5
112,160,40,40,120,40,3,4,4,3,2,2,1,1,2,0,2,2,2,2,0,0,0,0,0,0
113,200,200,160,160,80,4,5,5,5,2,0,2,3,2,1,3,1,3,3,2,3,4,4,2,3
114,200,200,160,160,120,4,4,4,4,2,2,3,2,1,0,4,4,5,5,4,4,4,4,4,3
115,120,160,120,120,0,3,3,2,3,1,2,3,4,3,1,4,4,5,4,3,5,4,4,3,3
116,160,80,80,160,0,2,2,2,2,0,2,3,1,3,0,2,2,2,2,0,2,2,2,2,2
117,200,160,120,160,40,5,4,5,5,2,2,1,3,2,0,2,1,2,2,2,3,2,3,2,3
118,160,40,40,120,40,3,4,4,3,1,2,1,2,1,0,2,2,2,2,3,1,2,2,1,1
119,120,120,120,120,80,3,3,3,2,2,2,3,2,3,4,3,4,3,3,2,5,4,4,4,4
120,120,80,80,80,120,4,5,5,5,5,2,3,3,2,4,5,5,5,5,5,5,5,5,5,5
121,160,160,200,200,0,4,3,3,4,0,2,3,1,2,4,4,4,4,4,3,5,5,5,5,4
122,160,120,120,200,160,3,4,3,4,5,4,3,4,3,2,3,4,4,3,4,3,4,2,2,4
123,80,80,120,120,80,3,4,2,4,3,2,3,2,2,1,2,3,2,2,2,0,0,0,0,1
124,200,200,200,160,160,4,5,5,4,5,3,4,2,3,1,4,5,5,5,5,5,5,5,5,5
125,160,160,160,120,80,4,4,4,5,2,0,1,2,3,0,3,3,4,4,3,5,4,5,4,5
126,0,0,0,0,0,2,2,2,1,2,2,1,1,1,0,2,2,2,2,1,0,0,0,0,0
127,160,160,160,120,120,4,5,5,5,4,2,3,2,3,4,5,5,5,5,5,5,5,5,4,4
128,120,80,80,160,80,4,3,4,4,4,2,3,3,2,4,4,5,5,5,5,5,5,5,4,5
129,120,40,40,120,0,2,0,2,2,0,0,1,0,0,0,1,1,2,2,0,0,0,0,0,0
130,160,120,120,120,200,3,4,3,3,4,3,2,1,2,3,3,4,5,4,4,3,3,3,3,3
131,120,40,40,120,40,3,2,2,2,2,2,1,1,1,0,2,2,2,2,1,1,1,1,1,2
132,120,40,40,120,40,4,2,3,4,5,2,1,3,2,4,3,1,2,2,3,0,0,0,0,0
133,200,40,80,160,40,4,5,5,5,5,2,3,4,3,1,4,4,5,5,5,4,3,4,4,5
134,120,40,40,120,40,3,4,3,2,2,2,3,3,2,1,2,3,3,3,4,2,2,3,2,3
135,120,120,120,160,120,3,2,4,4,4,3,1,2,3,0,3,4,4,4,4,4,2,3,3,3
136,160,40,40,160,40,5,4,5,5,5,0,1,2,3,0,5,5,5,5,5,5,5,4,5,5
137,80,80,80,80,80,2,2,2,2,2,2,1,1,1,0,2,2,2,2,2,1,1,1,1,2
138,120,160,120,120,80,2,2,2,2,2,2,3,2,2,1,2,3,3,2,3,4,3,2,3,3
139,120,120,160,120,40,4,2,3,4,1,2,1,2,3,0,3,1,2,3,0,3,0,2,2,2
140,0,0,0,0,0,2,2,2,1,0,3,4,3,2,0,3,2,3,3,0,0,0,0,0,0
141,80,120,80,80,40,2,2,1,1,0,2,1,2,1,3,2,2,2,2,1,1,1,1,1,1
142,120,40,40,120,0,2,0,2,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
143,120,120,80,120,120,4,4,3,4,2,2,3,2,3,1,4,3,3,4,4,4,3,4,3,4
144,200,160,160,200,160,4,5,5,5,5,2,4,3,3,2,5,5,5,5,5,5,5,5,4,5
145,80,120,80,120,0,2,2,3,2,0,2,3,4,3,2,3,3,3,3,4,4,4,4,4,4
146,120,160,80,80,160,2,2,2,2,2,3,2,1,2,0,1,1,1,1,0,2,3,2,2,3
147,80,80,80,120,80,3,2,2,3,2,2,3,3,2,1,3,5,5,5,5,3,2,3,2,2
148,160,120,120,160,160,3,4,3,2,5,3,4,2,3,1,4,4,5,3,4,4,5,5,4,5
149,160,200,120,120,120,4,5,5,4,5,3,2,3,3,2,4,5,5,5,5,4,5,4,4,4
150,80,120,80,80,80,2,4,4,3,4,2,3,3,2,4,3,4,4,3,4,3,3,3,4,3
151,80,40,40,80,0,1,2,2,2,0,2,3,1,2,0,1,2,2,1,0,0,0,0,0,0
152,200,120,120,160,120,5,3,5,5,5,0,2,1,2,0,4,4,4,4,5,5,5,5,5,5
153,200,200,160,120,0,4,5,4,3,1,3,4,5,4,2,4,5,5,5,5,4,5,5,4,5
154,120,200,120,120,80,1,2,2,2,0,2,1,1,2,0,2,2,2,2,0,1,1,1,1,0
155,160,120,120,120,80,3,2,2,1,1,2,4,3,1,5,2,3,2,2,2,2,3,3,2,3
156,120,80,80,80,120,2,2,2,2,2,2,3,2,3,1,3,4,4,3,4,2,2,2,1,0
157,120,200,160,160,120,3,4,4,3,4,3,2,3,3,2,3,4,4,3,4,2,3,3,2,3
158,120,120,120,120,120,2,3,2,2,2,1,2,3,2,0,2,2,2,2,1,0,0,0,0,0
159,160,160,160,160,120,3,3,3,3,5,3,4,2,3,1,3,4,5,3,4,2,4,4,3,3
160,160,120,120,160,0,2,2,3,2,0,2,4,3,3,0,2,2,3,2,0,3,4,4,3,4
161,80,80,80,120,0,2,2,2,2,0,2,1,2,2,1,2,2,2,2,0,1,2,2,1,0
162,160,200,160,160,160,4,5,4,4,3,3,2,1,3,4,2,2,2,2,3,3,3,3,2,3
163,120,40,40,120,40,3,4,4,3,5,2,3,4,3,2,2,2,2,2,2,2,2,2,2,3
164,120,40,80,120,80,4,0,2,2,3,0,2,1,2,0,2,2,2,2,1,0,0,0,0,0
165,120,40,40,120,0,3,2,2,3,0,2,3,2,3,1,2,2,2,2,1,2,3,2,1,1
166,80,40,80,80,0,2,2,2,2,0,2,1,1,1,1,2,2,2,2,1,1,0,1,1,0
167,80,120,80,120,80,3,2,2,2,1,2,1,1,2,0,2,2,2,2,1,0,0,0,0,0
168,80,40,40,80,0,2,2,2,2,2,2,1,1,1,0,2,2,2,2,1,0,0,1,0,0
169,160,120,160,120,80,3,2,3,3,2,2,3,3,2,1,3,4,4,3,4,5,5,5,5,5
170,80,40,40,0,0,4,3,3,2,2,3,2,1,2,0,3,4,3,3,2,3,3,3,2,4
171,120,120,120,80,80,3,2,2,3,1,2,3,2,3,1,3,3,3,2,0,2,3,1,1,0
172,120,120,160,120,80,3,3,2,2,0,3,2,2,3,1,2,3,2,2,3,2,3,3,2,4
173,120,80,80,120,160,2,2,2,2,2,1,2,3,2,0,2,2,2,2,1,2,1,2,2,0
174,160,200,120,160,160,4,4,4,4,5,3,2,4,3,1,3,5,5,4,5,2,4,3,2,4
175,80,40,80,40,0,0,2,2,1,0,2,1,1,2,0,1,1,1,1,0,1,1,2,1,2
176,160,120,120,160,160,4,3,3,5,4,3,4,4,3,1,3,3,3,3,4,4,5,5,4,3
177,120,120,160,120,120,1,2,2,1,0,2,1,1,2,3,2,2,2,2,1,0,0,0,0,0
178,0,0,0,0,0,4,3,4,5,5,2,1,3,2,0,3,2,2,2,2,3,3,3,4,5
179,120,120,80,120,120,3,4,3,3,3,2,3,2,1,4,2,2,2,2,2,3,3,2,2,3
180,0,0,0,0,0,2,2,2,2,0,2,3,1,2,0,1,1,1,1,1,1,1,1,1,2
181,120,120,160,120,120,3,2,2,2,0,3,4,3,2,1,2,4,4,3,0,3,2,2,2,1
182,160,160,160,160,200,5,4,5,5,5,0,1,2,3,4,4,5,5,4,5,4,2,4,4,4
183,160,160,160,160,160,5,4,4,4,3,2,1,3,2,4,5,5,5,5,5,4,4,5,4,4
184,0,0,0,0,0,2,2,2,1,0,2,3,2,1,2,2,2,2,2,2,1,1,1,0,2
185,160,200,160,160,120,5,5,5,5,5,3,4,2,3,1,4,5,5,4,5,4,5,4,4,4
186,120,120,120,160,160,3,4,4,4,3,2,3,2,3,4,3,2,2,3,4,4,3,3,3,3
187,200,200,200,160,160,4,5,5,4,5,3,1,2,3,4,4,4,5,4,4,5,4,4,3,3
188,0,0,0,0,0,3,5,5,3,2,2,1,3,2,0,2,2,2,3,3,2,3,3,2,3
189,120,80,120,120,120,3,3,2,3,3,2,3,2,3,1,4,4,3,4,4,5,5,3,2,4
190,120,120,120,120,160,3,3,2,3,4,2,3,2,1,0,2,3,3,2,1,3,4,3,2,3
191,80,40,80,80,40,2,1,2,2,2,1,2,3,2,0,2,1,2,2,0,2,3,3,2,2
192,160,120,160,160,160,5,5,5,5,5,3,4,3,2,1,5,5,5,5,5,5,5,5,5,5
193,120,120,80,120,80,4,2,2,4,0,3,2,1,3,0,3,2,2,2,0,2,1,1,2,0
194,160,160,120,160,120,4,3,4,4,0,2,4,3,1,0,4,5,5,5,5,5,5,5,4,5
195,120,120,80,160,40,3,2,2,2,1,2,3,4,3,2,2,3,3,2,2,1,1,1,1,1
196,120,160,160,120,160,2,4,3,4,4,2,3,2,3,4,3,4,3,3,3,0,1,2,1,2
197,120,120,120,160,80,4,5,5,4,3,2,3,2,1,0,4,3,3,3,4,3,4,4,3,3
198,160,160,200,200,160,4,4,4,4,5,2,3,4,3,2,5,5,5,5,5,5,5,5,5,5
199,120,200,160,120,120,2,4,3,3,2,2,1,2,1,0,2,2,3,2,2,2,2,2,2,0
200,120,80,80,120,120,4,0,2,4,4,0,1,2,3,4,3,2,2,2,3,3,0,0,3,4
201,160,120,120,160,160,4,5,5,5,5,2,3,3,2,1,5,5,5,5,5,5,5,4,4,3
202,120,120,120,120,0,2,2,2,2,0,2,1,2,1,0,2,2,2,2,2,2,2,2,2,2
203,120,120,120,120,80,3,4,3,4,4,3,4,3,2,1,3,4,4,3,4,3,2,2,3,2
204,120,160,120,120,80,3,2,2,2,1,2,1,2,1,0,2,4,3,2,2,0,0,0,0,0
205,80,120,120,80,120,4,5,5,5,5,2,3,4,3,1,3,4,5,3,5,4,5,5,4,5
206,120,120,120,160,120,4,4,4,5,3,3,2,1,3,4,3,4,3,3,4,2,2,2,1,3
207,120,120,120,120,120,2,3,2,1,2,2,3,1,2,3,2,3,3,2,3,0,0,0,0,0
208,160,120,80,120,120,4,2,2,3,1,0,2,1,2,0,2,2,2,2,1,0,0,0,0,0
209,120,40,40,80,40,2,2,2,2,2,1,2,3,2,4,2,3,2,2,2,2,2,3,2,3
210,80,40,40,80,0,2,2,2,2,0,2,3,2,1,0,2,2,2,2,0,2,3,2,2,0
211,0,0,0,0,0,2,3,2,2,2,2,3,2,1,0,1,2,2,1,1,0,0,0,0,0
212,80,80,40,80,80,3,4,4,3,4,3,2,2,3,4,2,4,3,3,3,2,2,2,2,2
213,120,120,80,120,0,3,3,2,2,0,2,3,2,1,3,2,3,3,2,1,2,3,2,2,2
214,120,120,120,120,80,3,3,3,2,4,2,3,3,2,4,4,5,5,4,2,2,3,3,2,2
215,160,80,80,120,40,2,2,1,2,0,2,1,1,1,0,2,2,2,2,1,1,2,2,2,2
216,160,160,200,200,0,5,5,5,5,0,2,3,3,2,1,4,4,5,4,0,4,4,4,4,2
217,160,160,120,120,120,3,4,4,4,2,2,3,2,1,2,2,4,4,4,3,2,4,3,3,3
218,160,200,160,160,0,4,5,5,5,0,2,3,4,3,0,3,4,4,3,0,4,3,3,3,2
219,120,40,40,120,0,3,2,2,2,0,2,1,3,2,0,2,2,2,2,0,3,3,3,3,3
220,120,80,80,120,120,3,2,2,3,2,2,3,1,2,3,2,2,2,2,3,1,1,2,1,2
221,120,120,120,120,80,5,5,5,5,2,2,4,3,2,0,5,5,5,5,5,4,5,5,5,5
222,160,80,160,160,120,5,5,5,5,4,4,5,4,3,2,4,5,5,5,5,5,5,4,4,3
223,160,160,160,160,160,4,5,5,5,5,3,2,1,2,0,3,5,5,5,5,4,5,5,4,5
224,160,120,120,160,120,4,4,4,4,2,2,3,2,3,1,3,4,3,3,2,4,4,3,3,4
225,120,120,160,120,0,4,4,4,4,2,2,3,4,3,2,4,5,5,4,3,3,4,4,4,3
226,80,80,80,80,80,3,4,4,4,2,3,2,1,3,0,3,4,3,3,2,2,2,2,2,0
227,160,200,160,200,200,4,5,5,5,5,2,3,2,3,0,3,4,5,4,5,5,5,5,5,5
228,120,120,120,120,80,3,4,4,3,2,2,3,2,3,1,3,3,3,3,0,3,3,3,3,3
229,80,40,40,80,40,3,2,2,3,0,2,1,1,2,1,2,2,3,2,0,1,0,2,1,0
230,160,160,160,200,120,4,4,4,5,0,3,4,4,3,2,5,5,5,5,0,4,4,4,4,4
231,0,0,0,0,0,3,4,2,3,1,2,3,3,2,4,2,2,3,2,2,3,3,3,3,3
232,120,120,80,80,80,2,2,2,2,2,2,1,1,1,0,1,1,2,2,1,0,0,0,0,0
233,120,120,120,120,40,3,2,2,1,0,2,1,2,3,0,2,2,2,2,0,1,1,2,1,1
234,160,120,160,160,120,3,3,2,3,2,3,4,2,3,1,3,4,5,4,5,4,5,5,4,4
235,120,120,120,120,40,3,4,3,4,2,3,4,2,3,1,3,4,3,3,0,4,4,4,3,4
236,0,0,0,0,0,2,2,2,2,2,2,3,1,2,0,2,2,2,2,1,4,4,4,4,4
237,120,120,80,120,80,4,4,3,4,2,3,4,2,4,1,4,3,3,3,2,3,4,4,3,3
238,120,120,120,120,120,4,2,3,2,2,3,2,4,3,0,5,5,5,5,4,5,5,5,5,5
239,120,120,80,120,40,2,2,2,2,0,2,1,1,1,0,2,2,2,2,2,4,3,3,2,2
240,200,200,200,120,120,5,5,5,5,5,3,4,3,2,1,4,5,5,5,2,4,5,4,4,4
241,120,120,80,80,80,4,5,3,3,4,2,3,2,1,0,2,4,3,2,2,4,3,3,3,0
242,160,200,120,120,80,4,3,2,3,1,2,3,2,3,1,4,4,4,4,3,3,3,3,3,3
243,160,120,120,120,0,4,2,3,3,0,2,4,3,3,1,4,3,3,3,0,3,3,2,2,2
244,120,120,120,160,0,4,5,5,5,0,3,2,4,3,2,5,5,5,5,2,3,3,4,3,3
245,160,160,160,160,80,4,4,3,4,2,3,2,2,2,1,4,5,5,4,4,4,5,5,4,4
246,120,160,120,120,120,2,4,5,4,5,2,4,3,3,1,2,3,2,2,3,1,2,2,1,3
247,40,120,80,40,40,2,2,2,2,0,2,3,1,2,0,2,2,2,2,0,0,0,0,0,0
248,120,40,40,120,40,3,3,2,2,2,2,1,1,2,0,2,2,2,2,0,1,2,2,1,0
249,160,160,160,160,0,4,5,5,5,0,3,2,4,3,1,4,5,5,4,2,5,5,5,5,5
250,160,120,120,120,80,3,5,5,4,2,2,3,4,3,1,2,3,3,2,4,1,2,2,1,1
251,120,80,80,80,120,3,4,3,2,2,2,1,1,1,0,2,2,3,2,3,1,2,1,1,2
252,200,200,200,160,40,5,5,5,5,2,3,4,2,4,0,5,5,5,5,5,5,5,5,5,5
253,120,120,80,160,120,5,5,4,5,4,3,2,2,3,1,4,5,5,5,5,1,2,3,1,2
254,200,120,160,160,120,5,5,5,5,5,3,4,2,4,3,4,5,5,5,5,5,5,5,5,5
255,120,40,40,120,40,2,2,3,3,2,2,1,1,1,0,3,4,4,3,4,1,2,2,2,2
256,120,120,160,160,80,3,4,2,2,2,3,2,3,2,4,4,2,3,3,2,2,3,3,2,3
257,160,120,120,160,80,5,4,4,4,2,4,3,3,4,2,5,5,5,5,5,5,5,5,5,5
258,120,40,40,120,40,2,2,2,3,3,2,3,3,2,0,2,2,2,2,2,0,0,0,0,0
