id,nota_c1,nota_c2,nota_c3,nota_c4,nota_c5,nota_c1_gemma4,nota_c2_gemma4,nota_c3_gemma4,nota_c4_gemma4,nota_c5_gemma4,nota_c1_qwen2.5,nota_c2_qwen2.5,nota_c3_qwen2.5,nota_c4_qwen2.5,nota_c5_qwen2.5,nota_c1_qwen3,nota_c2_qwen3,nota_c3_qwen3,nota_c4_qwen3,nota_c5_qwen3,nota_c1_deepseek-r1,nota_c2_deepseek-r1,nota_c3_deepseek-r1,nota_c4_deepseek-r1,nota_c5_deepseek-r1
31,0,0,0,0,0,2,1,2,1,0,0,2,2,2,2,3,2,2,2,0,0,0,0,0,0
32,200,160,200,200,200,5,5,5,5,5,3,3,3,4,0,5,5,5,5,5,4,5,4,5,4
33,120,120,120,160,80,2,2,1,1,2,0,2,2,0,2,0,1,2,2,2,1,0,1,1,1
34,160,160,120,160,160,4,5,5,4,5,4,3,2,4,2,5,5,5,5,5,4,5,5,4,2
35,120,120,120,120,80,2,2,2,2,0,2,3,3,3,5,0,2,2,2,2,1,2,2,2,4
36,120,40,40,120,0,4,3,3,3,2,3,2,2,3,0,3,2,1,2,0,0,0,0,0,0
37,160,120,160,160,160,5,5,5,5,4,4,2,3,4,2,5,1,5,5,4,2,2,4,3,1
38,120,40,80,80,0,0,1,2,1,0,3,2,2,4,2,0,2,1,1,0,0,0,1,2,1
39,120,120,80,80,80,3,4,3,2,4,0,2,2,2,2,4,2,2,3,1,1,4,3,2,0
40,120,40,40,120,40,1,2,2,1,0,0,2,2,4,0,0,2,1,1,0,1,2,2,2,1
41,120,160,160,120,120,4,5,5,4,5,4,3,2,4,3,2,2,2,2,3,1,0,4,2,2
42,80,80,80,80,40,0,1,1,1,0,1,2,2,2,2,0,1,2,2,0,1,2,0,1,2
43,160,120,120,160,160,5,5,5,5,5,4,3,3,4,2,5,5,5,5,5,1,2,4,3,4
44,120,40,40,120,0,3,2,2,3,0,3,2,4,3,0,2,1,2,1,0,0,0,0,0,0
45,160,40,40,160,40,3,3,2,3,2,4,3,2,4,5,2,2,2,2,2,5,5,2,4,4
46,160,200,160,200,160,5,5,5,5,5,4,3,4,3,3,5,5,5,5,5,1,2,2,2,3
47,160,160,160,160,160,4,2,2,4,3,4,3,2,3,1,4,0,2,2,2,2,3,4,3,5
48,160,200,160,160,160,5,5,5,5,5,4,3,3,4,3,5,5,5,5,5,0,1,2,0,2
49,80,80,40,40,80,1,2,1,2,2,2,2,2,2,2,0,1,2,2,0,2,2,2,2,4
50,160,160,200,160,200,5,5,5,5,5,3,2,2,3,3,4,2,5,5,2,5,4,5,4,4
51,40,40,40,40,40,0,0,0,0,0,0,1,2,1,1,2,1,2,1,0,0,0,0,0,0
52,160,200,120,120,80,4,5,5,4,3,0,2,2,2,0,0,0,2,2,0,5,4,2,3,4
53,120,160,160,160,80,4,4,3,3,4,1,2,2,4,0,4,3,3,4,2,4,4,3,0,1
54,120,120,80,120,40,1,3,1,1,1,0,2,2,2,0,2,2,2,2,1,0,2,2,1,2
55,120,120,80,120,120,0,2,2,1,0,2,2,2,2,0,2,0,2,2,0,0,1,0,0,2
56,160,120,160,120,80,2,2,2,2,1,3,3,3,4,5,4,5,5,5,5,2,1,2,1,0
57,80,80,80,80,80,5,5,5,5,5,4,3,4,3,5,4,5,5,5,5,4,4,4,3,5
58,160,120,120,160,120,4,5,5,4,5,1,2,2,4,0,5,2,2,4,2,4,4,2,3,5
59,120,120,120,120,160,4,4,5,5,5,4,3,4,5,5,5,5,5,5,5,1,2,4,2,3
60,120,160,160,120,160,5,5,5,4,5,3,3,4,3,3,5,5,5,5,5,4,4,4,4,4
61,160,120,120,120,160,3,4,3,3,3,3,2,2,3,3,5,5,4,5,5,2,4,1,2,3
62,160,200,120,120,160,5,5,5,4,4,3,2,2,3,3,5,5,5,5,4,2,2,3,3,2
63,80,80,80,80,80,3,4,3,3,3,3,3,4,3,3,0,2,2,2,3,3,2,1,0,1
64,160,120,120,120,120,4,5,4,3,3,1,2,2,2,2,4,0,2,3,1,5,4,3,2,5
65,160,80,160,160,160,5,2,5,4,5,4,2,3,4,0,5,5,5,5,5,2,1,3,5,4
66,120,120,120,120,120,0,2,2,0,2,0,0,2,2,2,0,1,2,2,0,1,2,2,1,2
67,0,0,0,0,0,1,0,0,1,0,0,1,2,2,1,2,2,2,2,1,0,1,1,0,4
68,120,120,120,120,40,2,2,2,3,2,0,2,2,0,0,2,2,2,2,1,1,2,2,1,0
69,160,200,160,200,160,4,3,4,3,3,4,3,2,4,0,2,2,2,2,0,1,0,0,1,0
70,160,160,160,120,0,4,3,4,2,1,3,3,2,4,0,5,5,5,5,5,4,4,3,4,5
71,120,120,120,160,80,0,3,2,2,2,0,2,2,2,0,3,2,2,2,0,2,0,2,0,2
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,5
73,160,120,80,120,80,4,2,2,4,2,3,3,2,4,0,2,2,2,2,2,2,4,3,0,3
74,80,120,120,120,160,4,5,5,5,5,4,3,2,4,2,0,2,2,1,3,0,2,0,1,2
75,160,200,120,160,120,4,3,5,4,5,3,3,2,3,3,5,5,5,5,5,2,4,5,3,1
76,0,0,0,0,0,2,2,3,3,2,0,2,2,2,2,1,2,2,2,0,0,1,4,3,2
77,80,120,120,80,80,2,2,2,3,0,3,2,3,4,0,2,2,2,1,0,2,2,4,1,2
78,120,40,80,120,40,2,2,2,2,2,3,2,2,4,0,2,2,2,2,0,2,2,2,2,2
79,0,0,0,0,0,2,0,1,2,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0
80,120,40,40,80,40,1,2,2,1,1,0,2,2,2,2,1,0,2,2,0,1,2,2,1,1
81,0,0,0,0,0,3,4,4,3,3,1,2,2,2,2,0,0,2,2,2,0,0,0,0,0
82,120,40,40,160,40,1,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
83,80,120,80,80,40,3,3,3,3,2,3,2,4,3,3,4,5,2,2,1,2,4,3,3,0
84,120,40,40,120,40,1,2,0,1,0,0,2,2,0,0,0,1,2,1,0,0,1,4,2,5
85,160,120,160,120,160,4,5,5,5,5,4,3,2,3,2,4,5,5,4,5,2,3,4,2,4
86,120,160,160,120,120,5,5,5,5,4,4,3,2,4,3,4,5,4,4,5,0,0,1,1,4
87,120,40,40,120,40,4,5,5,4,5,0,2,2,2,2,2,0,2,2,3,0,1,4,2,5
88,120,120,120,120,160,3,2,1,3,2,2,1,1,4,3,0,2,1,2,2,1,1,1,1,1
89,0,0,0,0,0,1,0,1,2,0,0,1,2,2,0,0,0,0,2,0,1,0,2,1,2
90,120,200,160,120,80,3,1,2,2,2,0,2,2,2,2,3,0,2,3,2,0,0,0,2,2
91,80,80,80,80,80,4,3,5,4,5,1,2,2,1,0,4,1,2,2,2,0,5,3,2,2
92,120,80,120,120,80,4,3,5,5,2,0,2,2,4,0,3,0,2,2,2,1,0,2,1,2
93,160,120,160,160,0,2,2,2,3,0,4,4,5,3,3,3,4,2,2,0,1,2,2,2,3
94,160,120,160,120,120,4,5,5,5,5,4,3,4,3,3,5,5,5,5,2,0,4,3,1,0
95,160,120,160,160,80,4,5,5,5,5,3,3,2,3,5,3,5,5,4,4,2,4,3,0,2
96,160,160,160,160,120,5,5,5,5,5,2,2,2,4,0,5,5,5,5,5,4,2,3,3,4
97,120,160,120,120,80,1,2,2,2,1,3,2,2,3,3,4,3,5,5,0,2,2,2,2,2
98,120,120,80,120,120,3,3,4,3,2,1,2,2,2,2,3,2,2,2,2,0,0,0,0,0
99,160,40,40,160,40,5,5,5,5,5,4,3,2,4,5,5,1,5,5,5,2,4,2,1,2
100,120,120,120,120,160,3,5,4,4,5,0,2,2,2,2,5,5,5,5,5,2,4,5,2,1
101,120,120,120,120,120,2,2,3,2,2,2,3,3,2,2,0,1,2,2,2,0,1,4,1,4
102,160,120,120,80,0,4,4,4,4,2,4,3,4,3,2,3,4,4,5,4,4,4,2,3,4
103,160,40,40,120,40,2,2,3,2,2,2,3,2,3,0,4,5,4,4,2,2,1,4,0,0
104,0,0,0,0,0,2,2,2,2,2,0,2,2,1,0,0,1,2,0,0,1,2,0,4,0
105,120,160,160,120,120,5,5,5,4,4,3,2,3,3,2,4,5,4,4,5,0,4,3,1,2
106,80,120,120,80,80,2,2,2,2,0,0,2,2,2,0,0,1,2,1,0,0,1,0,0,0
107,80,80,80,80,80,1,2,2,1,2,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0
108,160,40,40,120,40,4,5,4,4,4,2,2,2,2,2,5,0,2,1,3,0,1,4,2,0
109,200,200,160,200,160,5,5,5,5,5,4,3,2,4,5,5,5,5,5,5,5,5,4,3,4
110,160,160,160,160,120,4,4,4,3,5,3,3,4,3,3,5,5,5,5,5,2,2,2,2,2
111,200,120,160,120,160,5,5,5,5,5,4,3,3,4,3,5,5,5,5,5,4,4,5,3,5
112,160,40,40,120,40,2,2,2,4,2,3,2,3,3,0,2,2,2,2,0,0,1,0,0,2
113,200,200,160,160,80,4,2,3,4,0,3,2,2,3,3,5,1,2,4,0,1,0,0,1,0
114,200,200,160,160,120,4,3,3,4,1,4,3,2,4,0,4,5,5,4,3,2,4,3,1,3
115,120,160,120,120,0,4,5,4,3,1,3,3,3,4,0,3,4,2,2,1,2,2,2,2,3
116,160,80,80,160,0,3,2,2,3,0,1,2,2,1,0,3,2,2,2,0,1,2,2,1,0
117,200,160,120,160,40,4,4,4,5,2,1,2,2,2,0,2,0,2,2,2,2,1,4,0,4
118,160,40,40,120,40,2,3,2,2,2,0,2,2,1,0,2,5,3,2,0,1,0,2,4,1
119,120,120,120,120,80,2,4,3,2,1,2,2,2,4,2,1,2,2,2,2,2,4,4,1,0
120,120,80,80,80,120,5,5,5,5,5,4,3,4,5,3,5,5,5,5,5,3,4,2,3,5
121,160,160,200,200,0,4,5,4,5,0,2,3,2,3,2,2,5,5,5,0,5,2,4,2,0
122,160,120,120,200,160,4,5,5,5,5,4,3,2,4,3,3,2,2,2,2,2,0,1,3,2
123,80,80,120,120,80,3,3,2,3,3,4,3,2,4,3,0,1,2,1,2,2,3,3,4,2
124,200,200,200,160,160,4,5,5,4,5,4,3,2,4,3,4,5,5,5,5,4,3,4,3,4
125,160,160,160,120,80,4,5,4,3,0,3,2,2,2,2,4,1,2,2,2,4,4,2,5,3
126,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,3,2,2,2,1,4,0,2,0
127,160,160,160,120,120,4,5,4,4,3,3,3,2,3,2,5,5,5,5,5,0,0,0,0,2
128,120,80,80,160,80,4,4,3,5,4,4,3,3,4,5,5,5,5,4,5,2,4,3,2,1
129,120,40,40,120,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
130,160,120,120,120,200,4,5,5,4,5,2,2,2,2,2,2,4,4,2,5,0,1,4,0,3
131,120,40,40,120,40,2,1,2,3,1,0,2,2,4,0,0,1,0,2,0,1,4,2,0,0
132,120,40,40,120,40,4,2,2,3,3,4,3,2,4,2,1,0,2,1,3,0,0,4,2,2
133,200,40,80,160,40,4,1,5,5,5,4,3,2,4,5,4,0,2,2,3,0,1,2,1,1
134,120,40,40,120,40,1,3,3,1,1,1,2,2,2,2,1,2,2,2,2,2,0,1,0,4
135,120,120,120,160,120,3,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,3,2,1
136,160,40,40,160,40,5,0,3,5,5,0,1,2,2,2,5,3,5,5,5,4,5,3,3,2
137,80,80,80,80,80,2,3,3,2,1,0,1,2,2,0,0,1,2,1,0,1,0,3,1,0
138,120,160,120,120,80,0,2,2,2,1,3,2,2,2,0,2,2,2,2,1,0,0,0,0,0
139,120,120,160,120,40,3,2,2,3,2,0,2,2,2,0,4,0,2,3,2,3,2,1,1,4
140,0,0,0,0,0,1,2,2,1,0,3,3,4,3,0,0,0,2,2,0,1,0,0,0,0
141,80,120,80,80,40,0,2,1,0,0,0,2,2,2,0,0,1,0,0,0,2,1,2,1,0
142,120,40,40,120,0,1,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,4,0,2
143,120,120,80,120,120,2,1,2,2,1,1,2,2,2,2,4,2,2,4,2,1,2,0,1,2
144,200,160,160,200,160,5,5,5,5,5,3,2,3,3,3,4,5,5,5,5,0,1,0,1,4
145,80,120,80,120,0,3,2,3,2,0,2,3,2,4,0,0,1,2,2,1,1,2,2,1,0
146,120,160,80,80,160,2,2,2,2,2,0,2,2,2,0,0,1,1,1,0,2,2,2,2,0
147,80,80,80,120,80,3,4,3,2,2,1,3,4,3,3,3,4,4,3,3,4,4,5,4,4
148,160,120,120,160,160,2,5,5,3,2,4,3,4,3,5,5,2,2,2,2,2,1,2,1,1
149,160,200,120,120,120,5,5,5,4,4,3,2,3,3,3,5,5,5,4,5,1,2,2,2,4
150,80,120,80,80,80,3,5,5,4,5,4,3,2,4,2,4,2,3,2,1,2,5,2,2,4
151,80,40,40,80,0,1,2,2,1,0,0,2,2,0,0,0,0,0,0,0,1,2,1,2,1
152,200,120,120,160,120,5,2,5,5,5,0,1,2,1,2,4,1,2,4,4,3,4,4,4,4
153,200,200,160,120,0,4,3,4,4,2,4,3,4,5,5,5,5,5,5,5,4,5,4,3,5
154,120,200,120,120,80,0,0,1,0,0,2,2,2,2,0,0,0,2,2,0,0,1,4,0,0
155,160,120,120,120,80,2,2,2,2,0,2,3,2,2,2,1,3,2,2,2,2,2,2,2,4
156,120,80,80,80,120,2,2,3,2,1,0,2,2,2,0,2,2,2,2,2,0,0,0,0,0
157,120,200,160,160,120,1,3,3,3,3,0,2,2,2,1,4,3,4,3,4,1,4,2,0,4
158,120,120,120,120,120,0,2,2,3,0,0,2,2,2,2,0,0,2,0,0,0,0,2,0,2
159,160,160,160,160,120,2,3,2,3,3,3,2,3,3,2,5,5,5,5,5,1,0,2,0,2
160,160,120,120,160,0,2,3,3,3,2,4,3,2,4,0,1,1,2,2,0,1,1,1,1,1
161,80,80,80,120,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,2,1,0
162,160,200,160,160,160,4,5,5,4,4,4,3,2,4,3,4,2,0,1,2,2,4,2,2,0
163,120,40,40,120,40,4,2,3,3,2,2,3,2,2,0,0,0,0,0,0,0,1,0,2,2
164,120,40,80,120,80,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,5
165,120,40,40,120,0,4,4,3,4,0,4,3,2,1,0,4,2,2,2,0,2,1,2,1,0
166,80,40,80,80,0,1,0,0,2,0,0,2,2,2,0,0,1,2,1,0,0,4,2,1,0
167,80,120,80,120,80,0,1,2,1,0,0,2,2,2,0,2,2,1,1,1,2,5,3,4,2
168,80,40,40,80,0,1,0,2,1,2,0,2,2,1,0,1,2,2,2,0,0,2,4,0,1
169,160,120,160,120,80,4,3,3,4,2,4,3,3,4,3,5,5,5,5,5,0,1,0,0,0
170,80,40,40,0,0,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,4,5,4,2,0
171,120,120,120,80,80,2,2,2,2,0,0,2,2,2,2,2,1,2,2,0,3,4,0,4,0
172,120,120,160,120,80,2,4,3,2,3,3,3,3,4,5,1,2,2,1,0,0,4,3,0,2
173,120,80,80,120,160,2,2,2,2,2,0,2,2,0,2,2,1,2,2,0,0,2,4,2,4
174,160,200,120,160,160,5,5,5,5,5,3,2,4,5,2,4,5,5,4,5,3,5,5,4,4
175,80,40,80,40,0,1,2,1,1,0,2,2,2,2,2,0,0,0,0,0,1,1,4,0,0
176,160,120,120,160,160,3,5,2,5,2,3,3,2,4,3,4,2,2,3,2,2,4,1,0,0
177,120,120,160,120,120,1,2,1,2,1,0,2,2,2,0,1,2,1,2,1,0,1,0,0,4
178,0,0,0,0,0,4,5,5,4,5,0,2,2,2,2,4,1,2,1,2,2,2,2,2,4
179,120,120,80,120,120,4,5,5,4,5,2,2,2,4,0,2,2,2,2,2,1,1,4,2,2
180,0,0,0,0,0,0,1,2,1,0,0,2,2,0,0,0,1,1,1,0,0,1,2,2,2
181,120,120,160,120,120,2,3,2,3,0,3,3,4,5,0,2,2,2,2,0,2,2,4,0,0
182,160,160,160,160,200,4,5,5,5,5,3,2,2,2,0,4,1,2,2,2,4,4,2,4,2
183,160,160,160,160,160,4,5,5,4,5,3,2,3,4,0,5,5,5,5,2,3,0,4,1,2
184,0,0,0,0,0,2,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,1,0,1,2
185,160,200,160,160,120,5,5,5,5,5,4,3,2,4,3,4,5,5,5,5,2,4,4,3,4
186,120,120,120,160,160,3,3,5,3,3,0,0,2,2,2,1,0,2,2,2,0,0,0,0,0
187,200,200,200,160,160,4,5,5,5,5,4,2,2,4,2,4,2,3,4,2,2,2,2,1,2
188,0,0,0,0,0,3,3,3,2,2,0,2,2,2,2,0,1,1,2,2,1,3,1,1,2
189,120,80,120,120,120,4,2,3,5,2,4,3,3,4,2,2,2,2,2,0,1,4,1,2,3
190,120,120,120,120,160,4,3,0,4,2,2,3,2,3,3,0,2,2,1,2,0,0,0,0,2
191,80,40,80,80,40,1,2,2,1,3,0,2,2,4,0,2,2,2,2,0,1,2,1,1,2
192,160,120,160,160,160,5,5,5,5,5,4,3,2,4,2,5,5,5,5,5,4,4,0,2,1
193,120,120,80,120,80,1,2,3,2,1,3,2,2,4,0,2,2,2,2,0,3,4,2,3,0
194,160,160,120,160,120,3,5,5,5,0,3,3,2,4,0,4,4,3,3,0,2,2,0,0,4
195,120,120,80,160,40,1,2,2,1,0,1,2,2,2,2,2,2,2,2,0,0,2,2,0,2
196,120,160,160,120,160,4,5,4,4,4,2,3,2,2,3,2,2,2,2,0,4,4,0,2,1
197,120,120,120,160,80,4,5,4,5,4,1,2,2,4,0,2,1,2,2,1,3,4,5,5,4
198,160,160,200,200,160,5,5,5,5,5,3,3,2,4,5,5,5,5,5,4,4,5,4,4,3
199,120,200,160,120,120,2,3,3,3,2,0,2,2,2,1,2,2,3,2,2,1,2,4,2,5
200,120,80,80,120,120,4,2,3,4,5,0,2,2,2,2,3,0,2,2,2,1,1,4,0,5
201,160,120,120,160,160,4,5,5,4,3,3,3,4,3,2,5,2,5,5,5,2,2,4,3,4
202,120,120,120,120,0,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,1,1,1,1,1
203,120,120,120,120,80,3,3,2,4,2,4,4,3,4,5,2,2,3,3,2,2,2,2,2,2
204,120,160,120,120,80,2,2,1,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0
205,80,120,120,80,120,5,5,5,5,5,3,2,2,2,0,4,4,5,5,5,2,4,2,1,3
206,120,120,120,160,120,4,3,3,4,1,3,2,2,4,0,2,2,2,2,2,1,3,1,3,0
207,120,120,120,120,120,1,2,2,1,2,0,1,2,1,0,1,1,1,2,2,0,1,2,2,4
208,160,120,80,120,120,3,1,1,2,1,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0
209,120,40,40,80,40,2,2,3,3,3,0,1,2,2,1,0,2,0,0,0,2,4,3,4,3
210,80,40,40,80,0,1,1,1,2,0,0,2,2,2,0,0,2,1,2,0,0,1,2,2,1
211,0,0,0,0,0,2,2,2,3,2,0,0,2,0,0,0,1,2,2,0,2,2,2,0,4
212,80,80,40,80,80,3,3,4,3,4,4,3,2,1,0,0,1,0,2,1,2,2,4,1,4
213,120,120,80,120,0,1,2,1,1,0,0,0,2,2,0,2,2,2,2,1,1,4,3,2,0
214,120,120,120,120,80,2,3,2,2,2,4,3,2,2,0,2,5,5,4,0,2,4,3,1,0
215,160,80,80,120,40,1,2,2,2,0,2,2,2,2,2,0,0,2,2,0,0,1,1,1,1
216,160,160,200,200,0,4,5,4,5,1,4,3,2,4,0,4,5,5,5,0,4,4,4,3,0
217,160,160,120,120,120,3,4,4,3,0,3,2,2,2,0,1,2,2,2,0,1,5,4,2,3
218,160,200,160,160,0,4,5,5,5,1,4,3,3,4,0,2,2,2,2,0,0,1,4,0,2
219,120,40,40,120,0,3,2,2,2,1,2,2,2,2,0,2,1,2,2,0,3,4,2,2,4
220,120,80,80,120,120,2,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,4,2,5,4
221,120,120,120,120,80,5,5,5,4,2,3,3,4,3,0,5,5,5,5,2,2,0,1,2,1
222,160,80,160,160,120,5,5,5,5,3,4,3,2,4,3,5,5,5,5,2,5,5,4,2,4
223,160,160,160,160,160,5,5,5,5,4,3,3,3,3,5,2,5,5,5,5,4,4,5,5,3
224,160,120,120,160,120,4,4,4,4,2,3,1,2,2,0,2,2,2,3,0,0,2,2,2,1
225,120,120,160,120,0,5,5,4,5,1,3,3,4,3,0,4,5,5,4,1,3,1,4,2,4
226,80,80,80,80,80,3,2,2,3,2,3,2,2,3,2,3,2,2,2,2,1,1,0,0,2
227,160,200,160,200,200,4,5,5,5,4,3,3,3,4,5,4,5,5,4,5,2,4,3,2,4
228,120,120,120,120,80,3,5,4,3,1,4,3,2,4,0,2,4,2,2,0,1,2,4,3,0
229,80,40,40,80,40,0,0,1,1,0,0,2,2,2,0,2,0,2,2,0,2,3,2,4,1
230,160,160,160,200,120,5,5,5,4,0,4,3,4,4,3,5,5,5,5,0,2,4,3,4,2
231,0,0,0,0,0,2,2,2,3,0,0,2,2,0,0,1,2,2,2,0,2,4,3,0,4
232,120,120,80,80,80,2,2,2,3,1,0,1,2,1,1,0,0,2,2,0,0,1,0,0,0
233,120,120,120,120,40,2,2,2,1,1,0,2,2,2,1,2,2,2,2,0,0,1,0,0,0
234,160,120,160,160,120,4,5,4,4,4,4,3,3,4,3,2,2,1,2,1,4,2,4,3,2
235,120,120,120,120,40,4,3,4,3,0,3,2,2,2,0,2,3,2,4,0,2,3,2,3,2
236,0,0,0,0,0,0,0,1,0,0,3,2,2,3,0,0,0,0,0,0,0,2,2,2,1
237,120,120,80,120,80,4,3,3,5,2,4,3,2,4,2,2,1,1,2,1,5,4,5,3,2
238,120,120,120,120,120,4,5,5,4,2,3,2,2,3,0,4,5,5,5,5,4,5,3,4,3
239,120,120,80,120,40,0,0,0,0,0,0,2,2,2,0,2,1,2,1,2,2,4,2,1,3
240,200,200,200,120,120,5,5,5,5,5,4,3,3,4,3,5,5,5,5,2,0,4,2,0,4
241,120,120,80,80,80,3,2,2,3,1,4,3,2,4,0,0,1,2,2,0,2,4,1,0,2
242,160,200,120,120,80,3,2,2,2,0,3,2,2,2,0,5,5,5,5,4,2,4,2,2,2
243,160,120,120,120,0,2,1,1,2,1,1,2,2,1,0,2,1,2,2,0,1,0,2,2,0
244,120,120,120,160,0,4,5,5,3,2,4,3,4,3,0,4,5,5,4,0,4,5,5,4,3
245,160,160,160,160,80,4,5,4,4,3,3,3,3,4,0,4,5,5,4,2,4,3,4,3,1
246,120,160,120,120,120,3,5,3,3,5,3,2,2,3,2,0,2,2,2,2,2,1,0,4,2
247,40,120,80,40,40,0,2,2,2,0,0,2,2,2,0,2,2,2,2,0,2,2,2,0,0
248,120,40,40,120,40,1,2,2,2,2,0,2,2,0,0,0,2,2,2,0,1,1,4,1,0
249,160,160,160,160,0,4,5,5,5,1,3,3,4,3,2,4,5,5,4,0,2,2,2,4,0
250,160,120,120,120,80,4,5,5,4,4,4,3,2,4,2,2,2,2,2,2,1,4,3,2,5
251,120,80,80,80,120,3,3,3,3,1,1,2,2,2,0,2,2,2,2,2,0,0,0,0,0
252,200,200,200,160,40,4,4,5,4,2,4,3,4,3,0,5,5,5,5,4,5,5,4,3,1
253,120,120,80,160,120,3,2,3,3,2,2,2,2,2,2,5,5,5,4,5,2,1,0,2,1
254,200,120,160,160,120,5,5,5,5,4,3,2,3,3,3,5,5,5,5,5,4,3,4,5,4
255,120,40,40,120,40,3,2,2,3,2,0,2,2,0,0,4,3,5,3,5,1,1,4,0,3
256,120,120,160,160,80,3,1,2,3,1,3,3,4,3,2,4,3,2,2,0,2,1,2,1,2
257,160,120,120,160,80,5,5,4,5,2,4,3,4,5,2,5,5,5,5,4,4,4,4,3,5
258,120,40,40,120,40,2,1,1,2,2,0,1,2,2,1,0,2,1,2,1,0,1,2,2,2
