id,nota_c1,nota_c2,nota_c3,nota_c4,nota_c5,nota_c1_gemma4,nota_c2_gemma4,nota_c3_gemma4,nota_c4_gemma4,nota_c5_gemma4,nota_c1_qwen2.5,nota_c2_qwen2.5,nota_c3_qwen2.5,nota_c4_qwen2.5,nota_c5_qwen2.5,nota_c1_qwen3,nota_c2_qwen3,nota_c3_qwen3,nota_c4_qwen3,nota_c5_qwen3,nota_c1_deepseek-r1,nota_c2_deepseek-r1,nota_c3_deepseek-r1,nota_c4_deepseek-r1,nota_c5_deepseek-r1
19,120,160,160,120,80,5,3,5,5,3,3,2,2,3,3,4,5,5,4,5,4,4,5,4,5
20,120,80,80,120,120,1,2,2,1,1,0,2,2,2,0,2,3,2,2,1,0,0,0,0,0
21,120,160,120,120,40,2,2,5,3,3,0,2,2,2,2,1,2,2,1,0,1,2,2,2,2
22,120,120,120,120,120,5,5,5,5,4,4,3,2,4,2,5,4,3,5,3,3,2,2,2,2
23,120,160,160,160,120,1,4,2,3,2,3,3,4,5,3,4,4,4,3,1,4,2,4,2,4
24,0,0,0,0,0,2,3,3,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3
25,160,200,200,160,160,4,5,5,5,5,3,2,2,4,0,4,5,5,4,5,2,4,3,3,4
26,120,120,80,120,160,4,4,4,4,5,3,3,3,4,5,5,3,3,4,5,1,2,2,2,2
27,160,40,40,120,40,1,0,0,1,0,0,2,2,4,0,0,0,2,2,0,0,0,0,0,0
28,120,120,160,160,120,2,1,2,1,1,2,2,2,2,2,3,3,3,3,2,2,2,2,1,0
29,80,40,40,120,0,1,0,0,1,0,0,2,2,2,0,0,0,2,0,2,0,0,0,0,0
30,120,120,80,80,160,4,5,4,5,4,4,3,4,5,3,4,3,3,2,2,3,2,3,3,3
31,0,0,0,0,0,3,2,2,3,0,0,2,2,4,0,0,1,2,2,0,1,1,1,1,1
32,200,160,200,200,200,5,5,5,5,5,4,3,3,4,3,5,5,5,5,5,2,2,2,2,2
33,120,120,120,160,80,1,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1
34,160,160,120,160,160,5,5,5,5,5,3,2,3,3,3,5,5,5,4,5,2,2,2,2,2
35,120,120,120,120,80,1,3,3,3,0,0,2,2,2,2,2,3,3,2,1,0,1,2,2,2
36,120,40,40,120,0,3,2,2,4,0,3,2,2,3,0,2,2,2,2,0,2,2,2,2,1
37,160,120,160,160,160,5,5,5,5,5,4,3,2,4,5,5,2,3,5,4,4,2,4,3,3
38,120,40,80,80,0,0,1,2,0,0,4,3,4,3,0,0,0,2,2,0,1,2,2,1,0
39,120,120,80,80,80,3,2,2,2,2,4,3,3,4,3,2,2,2,3,2,0,2,0,2,2
40,120,40,40,120,40,1,2,2,0,1,3,2,2,2,2,1,2,2,1,0,1,0,0,0,0
41,120,160,160,120,120,4,5,5,4,5,1,2,2,4,0,2,2,2,2,0,3,1,2,4,2
42,80,80,80,80,40,0,2,2,2,0,1,2,2,2,0,0,2,2,1,1,0,1,2,3,4
43,160,120,120,160,160,4,5,5,5,5,4,4,3,4,2,4,5,5,5,4,4,3,2,2,3
44,120,40,40,120,0,0,1,1,0,0,3,2,2,4,0,2,2,2,2,0,2,3,2,1,2
45,160,40,40,160,40,3,2,2,3,2,3,2,2,2,0,3,3,2,3,4,2,2,2,2,2
46,160,200,160,200,160,5,5,5,5,5,2,3,3,3,0,4,5,5,5,5,1,2,2,2,4
47,160,160,160,160,160,3,1,3,3,3,4,3,4,3,5,2,0,2,2,2,3,1,2,2,3
48,160,200,160,160,160,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,4,5,5,4,2
49,80,80,40,40,80,2,2,3,2,2,0,2,2,2,2,0,1,2,1,2,1,2,2,2,0
50,160,160,200,160,200,5,5,5,5,5,2,2,2,2,2,4,5,5,5,5,2,2,2,2,2
51,40,40,40,40,40,2,0,0,1,0,2,2,2,4,0,2,1,1,1,0,0,0,0,0,0
52,160,200,120,120,80,4,5,4,5,3,2,1,2,4,0,2,0,2,3,2,4,4,4,4,4
53,120,160,160,160,80,4,5,5,4,5,0,2,2,2,2,2,1,1,2,0,2,4,4,2,4
54,120,120,80,120,40,3,3,3,3,3,1,2,2,1,0,2,2,2,2,0,0,1,2,2,2
55,120,120,80,120,120,2,2,2,2,0,0,2,2,2,0,0,1,2,1,5,0,1,1,0,2
56,160,120,160,120,80,3,3,2,2,0,3,3,4,5,5,3,4,4,5,5,4,4,4,4,5
57,80,80,80,80,80,4,5,5,4,5,3,3,4,5,3,4,5,5,5,5,2,3,2,2,3
58,160,120,120,160,120,5,4,5,3,5,2,3,2,2,0,5,3,3,5,5,2,3,1,1,2
59,120,120,120,120,160,4,3,3,5,3,3,2,3,3,2,5,5,5,4,3,3,2,4,2,3
60,120,160,160,120,160,4,5,5,5,5,4,3,2,4,2,5,5,5,5,5,2,2,2,2,2
61,160,120,120,120,160,3,3,3,3,3,3,2,2,4,0,5,2,2,3,5,4,4,4,4,4
62,160,200,120,120,160,5,3,5,5,5,4,2,2,4,2,5,5,5,4,2,4,4,4,3,2
63,80,80,80,80,80,1,3,2,2,2,3,2,3,3,3,2,1,2,2,2,1,2,2,4,1
64,160,120,120,120,120,4,5,4,4,4,0,2,2,2,2,2,1,2,2,2,0,1,2,2,2
65,160,80,160,160,160,5,2,5,5,5,1,1,2,2,0,5,4,4,4,5,4,5,4,4,4
66,120,120,120,120,120,0,2,2,1,0,0,2,2,2,2,0,1,2,2,0,0,2,2,2,2
67,0,0,0,0,0,3,0,0,1,0,0,2,2,4,0,0,1,2,2,0,0,1,2,2,1
68,120,120,120,120,40,1,2,1,3,0,3,2,2,2,0,1,2,2,2,1,0,0,0,0,0
69,160,200,160,200,160,4,3,5,5,3,2,2,2,2,2,4,1,2,3,5,2,2,2,2,2
70,160,160,160,120,0,4,5,5,4,3,3,2,2,3,3,4,5,5,5,5,3,4,4,3,4
71,120,120,120,160,80,2,3,3,3,3,0,1,2,2,2,2,2,2,2,1,1,2,2,2,1
72,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
73,160,120,80,120,80,4,3,2,3,2,2,2,2,4,0,1,2,2,2,2,0,2,2,2,3
74,80,120,120,120,160,2,5,4,4,4,3,2,3,4,0,2,2,2,2,3,4,2,4,4,2
75,160,200,120,160,120,4,5,5,4,5,3,3,4,4,5,5,5,5,5,5,3,4,2,3,4
76,0,0,0,0,0,2,1,2,2,0,3,2,2,3,0,1,2,2,2,0,0,0,0,0,0
77,80,120,120,80,80,2,2,2,2,0,4,3,2,4,2,4,4,3,3,0,4,4,4,2,1
78,120,40,80,120,40,1,2,2,2,2,3,2,2,4,0,2,2,2,2,0,0,0,0,0,0
79,0,0,0,0,0,1,0,1,2,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0
80,120,40,40,80,40,2,1,2,2,2,0,2,2,1,0,0,2,0,1,0,0,0,0,0,0
81,0,0,0,0,0,2,2,4,4,2,1,1,2,1,2,0,0,2,1,2,0,0,0,0,0
82,120,40,40,160,40,1,0,1,2,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0
83,80,120,80,80,40,1,4,2,2,0,3,3,2,4,0,2,4,2,3,0,1,1,2,1,1
84,120,40,40,120,40,0,0,0,0,0,2,2,2,2,2,2,1,2,2,0,1,1,2,2,1
85,160,120,160,120,160,4,5,5,4,5,4,3,4,3,5,4,5,5,4,5,2,2,2,2,2
86,120,160,160,120,120,5,2,5,5,4,4,3,2,3,3,5,5,5,5,4,3,4,4,4,4
87,120,40,40,120,40,4,2,3,3,5,1,2,2,2,5,4,1,2,3,2,0,0,0,0,0
88,120,120,120,120,160,2,2,2,3,3,4,3,2,4,3,2,2,1,2,1,1,2,2,2,1
89,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,1
90,120,200,160,120,80,3,2,4,3,1,0,2,2,1,0,2,1,2,2,2,0,0,0,0,0
91,80,80,80,80,80,4,4,5,4,4,0,0,2,2,0,4,0,2,2,3,1,2,2,2,2
92,120,80,120,120,80,4,3,2,4,0,0,0,2,0,0,5,0,2,2,0,0,0,0,0,0
93,160,120,160,160,0,4,5,4,3,2,3,3,3,4,0,2,3,2,2,0,2,3,3,2,2
94,160,120,160,120,120,5,5,5,5,5,4,3,2,4,3,4,5,5,5,5,4,5,5,4,5
95,160,120,160,160,80,4,5,5,5,5,4,3,2,4,5,5,5,5,4,5,4,4,4,2,3
96,160,160,160,160,120,4,5,5,4,5,3,3,4,3,3,5,5,5,5,5,3,4,4,4,4
97,120,160,120,120,80,2,1,2,3,0,3,2,3,2,3,4,2,2,2,0,2,2,2,2,2
98,120,120,80,120,120,3,3,3,3,2,4,3,2,4,0,2,2,2,2,1,3,4,3,3,4
99,160,40,40,160,40,5,4,5,5,5,3,2,2,4,3,4,1,3,4,5,2,4,3,2,3
100,120,120,120,120,160,1,3,4,3,3,2,2,2,2,2,2,2,3,3,4,2,2,2,2,2
101,120,120,120,120,120,1,1,2,1,1,0,2,2,4,0,1,2,1,2,2,2,2,2,2,4
102,160,120,120,80,0,5,5,5,5,3,3,2,2,4,0,5,5,5,5,5,4,3,4,3,4
103,160,40,40,120,40,3,4,3,3,0,3,2,2,4,0,2,2,2,2,0,0,0,0,0,0
104,0,0,0,0,0,0,1,2,0,0,0,1,2,2,0,0,2,2,0,0,0,0,0,0,0
105,120,160,160,120,120,4,2,5,4,2,3,2,2,3,2,4,5,4,2,5,4,2,3,2,2
106,80,120,120,80,80,1,2,2,1,0,0,2,2,2,0,1,1,2,2,0,0,0,0,0,0
107,80,80,80,80,80,0,1,2,3,0,0,2,2,2,0,0,1,2,2,2,1,0,0,0,0
108,160,40,40,120,40,4,3,5,4,5,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
109,200,200,160,200,160,5,5,5,5,4,4,3,2,4,2,4,5,5,5,5,4,4,4,4,4
110,160,160,160,160,120,4,5,5,4,5,4,3,3,4,3,5,5,5,5,5,5,4,4,3,2
111,200,120,160,120,160,4,5,4,4,3,3,3,3,4,5,4,5,5,5,5,3,3,3,3,3
112,160,40,40,120,40,1,2,3,3,2,2,2,2,2,2,0,2,2,1,0,0,0,0,0,0
113,200,200,160,160,80,4,2,3,4,2,3,2,2,2,0,4,0,3,3,0,0,0,1,2,3
114,200,200,160,160,120,4,3,4,4,0,3,2,2,4,0,5,5,4,5,2,2,2,2,3,2
115,120,160,120,120,0,3,2,1,2,0,3,3,3,4,0,3,2,2,4,0,2,3,2,2,3
116,160,80,80,160,0,4,2,3,3,0,0,2,2,4,0,2,2,2,2,0,3,3,2,1,2
117,200,160,120,160,40,4,2,3,5,0,2,1,2,4,0,5,2,2,5,2,1,0,1,1,0
118,160,40,40,120,40,3,5,4,2,2,1,2,2,4,0,2,2,2,2,1,0,0,1,1,2
119,120,120,120,120,80,3,3,2,2,0,3,2,2,4,0,2,2,2,2,2,1,0,2,0,0
120,120,80,80,80,120,5,5,5,5,5,4,3,4,4,2,5,5,5,5,5,4,4,2,2,3
121,160,160,200,200,0,4,4,4,5,2,4,3,2,4,2,2,5,5,4,1,1,3,2,1,2
122,160,120,120,200,160,4,2,2,5,5,3,3,4,5,0,0,2,2,1,0,3,4,3,3,4
123,80,80,120,120,80,3,5,2,3,4,3,2,2,4,0,0,2,2,2,0,1,2,0,2,1
124,200,200,200,160,160,4,5,4,3,5,3,2,3,4,5,5,5,5,4,5,4,5,3,3,3
125,160,160,160,120,80,5,5,4,5,2,2,2,2,3,2,2,0,1,2,0,2,3,3,3,2
126,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,2,2,2,2,2,2,1,2,2,1
127,160,160,160,120,120,5,5,4,4,2,4,3,3,4,3,4,5,5,5,5,4,4,4,4,4
128,120,80,80,160,80,4,4,4,4,4,2,3,2,2,2,5,5,5,5,2,2,2,2,2,2
129,120,40,40,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,160,120,120,120,200,2,4,3,3,5,0,2,2,2,0,4,5,5,4,5,2,2,3,2,3
131,120,40,40,120,40,0,1,3,1,2,0,1,2,2,0,0,1,2,2,2,0,0,0,0,0
132,120,40,40,120,40,4,2,2,3,5,3,3,2,4,5,2,1,1,2,2,1,1,1,2,1
133,200,40,80,160,40,4,2,5,5,5,3,2,2,2,5,4,0,2,2,3,2,1,4,2,2
134,120,40,40,120,40,1,3,2,1,2,2,1,2,4,0,2,2,2,2,2,0,0,1,2,2
135,120,120,120,160,120,4,2,2,2,2,3,2,2,4,0,1,2,2,2,3,2,2,4,2,4
136,160,40,40,160,40,5,5,5,5,5,3,1,2,2,0,5,1,2,3,5,4,2,3,3,4
137,80,80,80,80,80,1,2,2,1,2,0,0,2,2,1,1,2,2,2,2,1,2,2,2,2
138,120,160,120,120,80,3,4,3,2,2,3,3,2,2,0,2,2,2,2,2,4,2,1,2,1
139,120,120,160,120,40,4,5,5,4,3,1,2,2,2,0,4,1,2,3,2,2,0,2,2,0
140,0,0,0,0,0,0,1,1,1,0,4,3,3,4,3,2,2,1,1,0,2,2,1,0,0
141,80,120,80,80,40,0,1,2,0,0,2,2,2,2,2,0,1,0,0,0,0,1,0,0,1
142,120,40,40,120,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
143,120,120,80,120,120,3,3,4,3,3,3,3,3,4,5,4,3,2,4,3,2,2,2,1,3
144,200,160,160,200,160,5,5,5,5,4,3,2,2,3,3,5,5,5,5,5,4,4,4,4,4
145,80,120,80,120,0,1,3,3,1,0,2,3,2,2,0,2,2,2,2,1,1,2,2,1,0
146,120,160,80,80,160,1,1,2,2,0,0,2,2,2,0,2,2,2,2,0,0,0,0,0,0
147,80,80,80,120,80,1,1,2,2,0,2,3,2,2,5,4,3,3,4,3,2,1,2,1,0
148,160,120,120,160,160,2,2,1,2,2,3,3,4,3,2,4,5,5,4,5,1,1,2,2,2
149,160,200,120,120,120,4,5,5,4,4,3,2,4,5,0,5,5,5,5,5,4,4,5,4,4
150,80,120,80,80,80,3,5,5,4,5,1,2,3,4,0,2,4,5,3,4,3,2,2,2,2
151,80,40,40,80,0,0,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
152,200,120,120,160,120,5,2,5,5,5,2,1,2,4,0,5,5,5,5,5,3,2,2,4,2
153,200,200,160,120,0,4,5,5,3,2,4,3,3,4,3,5,3,5,5,3,2,4,5,2,4
154,120,200,120,120,80,1,1,1,1,0,0,2,2,4,0,2,1,2,1,0,1,1,2,2,0
155,160,120,120,120,80,1,2,2,2,2,0,2,2,2,0,1,4,2,2,2,0,0,2,0,2
156,120,80,80,80,120,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2
157,120,200,160,160,120,3,2,2,2,2,4,3,3,4,3,2,3,3,2,2,1,1,1,1,1
158,120,120,120,120,120,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
159,160,160,160,160,120,3,4,2,2,4,4,3,3,4,3,4,3,3,4,2,2,2,2,2,2
160,160,120,120,160,0,3,3,3,3,0,4,3,4,3,0,0,1,2,2,0,2,2,2,2,2
161,80,80,80,120,0,1,1,0,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
162,160,200,160,160,160,3,4,4,5,2,2,3,2,3,3,2,1,2,2,2,1,2,2,3,1
163,120,40,40,120,40,2,2,3,3,3,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2
164,120,40,80,120,80,3,0,0,1,0,2,2,2,4,0,0,0,0,0,0,1,0,1,1,3
165,120,40,40,120,0,4,2,2,3,0,3,2,2,2,0,2,2,1,2,0,2,2,2,0,0
166,80,40,80,80,0,1,0,0,1,0,0,1,2,2,2,2,1,2,2,0,0,1,2,2,0
167,80,120,80,120,80,2,2,2,2,0,0,2,2,2,2,2,4,3,2,2,0,0,0,0,0
168,80,40,40,80,0,0,1,1,1,1,0,2,2,2,2,0,1,2,2,0,0,0,0,0,0
169,160,120,160,120,80,2,2,2,2,1,2,2,2,2,2,4,5,5,4,4,1,0,0,0,0
170,80,40,40,0,0,1,2,2,2,2,4,2,3,4,2,2,1,1,2,1,1,2,2,1,2
171,120,120,120,80,80,3,3,1,2,0,3,2,2,2,0,2,2,2,2,0,1,2,2,2,0
172,120,120,160,120,80,3,3,3,3,2,4,3,4,3,0,3,2,2,2,2,4,4,2,2,1
173,120,80,80,120,160,1,2,2,2,2,0,2,2,0,0,1,1,2,1,0,1,0,0,2,0
174,160,200,120,160,160,4,5,5,5,5,0,1,2,4,3,4,4,4,5,3,2,3,3,2,3
175,80,40,80,40,0,0,1,1,1,0,1,2,2,2,0,0,1,2,0,0,1,1,1,1,2
176,160,120,120,160,160,4,5,3,5,5,4,3,3,4,5,2,2,2,2,1,3,2,1,0,3
177,120,120,160,120,120,0,1,2,1,2,0,2,2,2,2,0,1,2,2,0,2,2,2,2,2
178,0,0,0,0,0,4,2,5,5,4,0,2,2,4,0,4,2,2,1,2,2,2,2,2,2
179,120,120,80,120,120,3,5,5,4,3,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2
180,0,0,0,0,0,0,1,1,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0
181,120,120,160,120,120,2,2,3,4,0,3,3,3,4,0,2,3,2,2,0,4,3,3,3,3
182,160,160,160,160,200,5,3,4,5,5,3,2,3,2,2,3,0,2,3,3,5,4,3,4,3
183,160,160,160,160,160,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,3,4,3,4,1
184,0,0,0,0,0,1,3,3,1,0,0,2,2,4,0,0,1,1,0,2,0,0,1,1,3
185,160,200,160,160,120,5,5,5,4,5,4,3,4,3,5,5,5,5,4,5,2,3,3,2,2
186,120,120,120,160,160,4,5,5,4,4,3,2,3,3,5,3,2,2,3,2,2,2,2,2,2
187,200,200,200,160,160,5,5,5,5,5,2,3,2,3,3,2,1,2,2,2,4,4,3,4,2
188,0,0,0,0,0,2,1,2,2,2,1,2,2,4,0,1,2,1,1,1,0,0,3,3,3
189,120,80,120,120,120,2,2,0,2,2,4,3,2,3,0,4,2,2,3,0,2,2,2,2,3
190,120,120,120,120,160,3,2,2,3,3,2,3,2,3,0,2,2,2,2,1,1,2,2,1,2
191,80,40,80,80,40,1,1,1,2,2,0,2,2,2,0,2,2,2,2,0,1,2,2,2,2
192,160,120,160,160,160,4,5,5,5,5,3,3,4,5,5,5,5,5,5,5,3,2,2,2,2
193,120,120,80,120,80,3,2,2,3,0,3,2,2,2,0,4,1,2,2,0,1,1,1,1,1
194,160,160,120,160,120,4,1,3,4,0,3,3,4,5,0,4,5,5,5,2,2,2,2,3,2
195,120,120,80,160,40,1,2,2,1,0,2,3,2,2,3,2,3,2,2,3,1,2,2,1,2
196,120,160,160,120,160,2,5,4,4,3,4,3,2,4,0,0,1,2,2,2,0,0,0,0,0
197,120,120,120,160,80,4,2,2,2,2,3,2,2,4,0,4,2,2,2,2,3,3,3,3,2
198,160,160,200,200,160,5,5,5,5,5,4,3,4,3,0,5,5,5,5,5,2,3,4,2,4
199,120,200,160,120,120,2,2,2,2,2,0,2,2,4,0,4,3,3,3,2,1,5,2,0,2
200,120,80,80,120,120,3,1,5,4,5,0,0,2,2,3,4,1,2,2,3,0,0,3,0,3
201,160,120,120,160,160,5,5,5,4,5,4,3,4,3,3,5,1,2,5,2,4,2,3,2,2
202,120,120,120,120,0,0,2,1,1,0,0,2,2,2,0,0,1,2,2,1,0,0,0,0,0
203,120,120,120,120,80,3,3,3,4,3,2,3,2,2,0,4,5,5,5,5,2,2,2,2,4
204,120,160,120,120,80,1,2,2,0,2,0,2,2,2,2,0,1,2,2,1,1,2,2,1,2
205,80,120,120,80,120,4,5,5,4,4,3,2,2,3,3,4,5,5,5,5,2,2,4,2,4
206,120,120,120,160,120,4,4,4,4,2,3,2,2,4,3,2,2,1,2,1,4,2,2,2,2
207,120,120,120,120,120,1,2,2,1,1,0,2,2,2,0,2,3,2,2,2,1,2,2,2,2
208,160,120,80,120,120,4,0,1,3,1,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0
209,120,40,40,80,40,3,3,2,1,2,0,2,2,0,1,0,1,2,2,1,0,0,0,0,1
210,80,40,40,80,0,0,0,0,0,0,0,2,2,4,0,0,2,2,1,0,0,0,0,0,0
211,0,0,0,0,0,0,1,2,1,0,1,2,2,2,0,0,1,1,2,2,0,0,1,0,0
212,80,80,40,80,80,2,2,2,2,2,0,2,2,4,0,2,2,1,2,2,2,2,2,2,2
213,120,120,80,120,0,1,2,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
214,120,120,120,120,80,2,3,3,2,3,3,2,3,3,3,5,4,3,4,1,0,2,0,0,2
215,160,80,80,120,40,0,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,1,2,3,1
216,160,160,200,200,0,5,5,4,5,1,4,4,3,5,0,4,5,5,4,0,2,4,2,1,4
217,160,160,120,120,120,2,2,3,2,0,0,2,2,2,0,2,2,1,2,0,0,1,2,2,1
218,160,200,160,160,0,4,5,5,5,1,2,3,3,4,0,2,4,4,4,0,2,2,2,0,0
219,120,40,40,120,0,2,1,0,2,0,2,2,2,2,0,2,0,1,2,0,4,3,4,4,4
220,120,80,80,120,120,3,1,3,3,3,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0
221,120,120,120,120,80,5,5,5,4,0,4,3,4,5,5,5,5,5,4,0,4,5,4,4,4
222,160,80,160,160,120,5,5,5,4,4,4,4,3,4,5,5,5,5,5,4,4,4,4,4,4
223,160,160,160,160,160,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,4,4,4,2,4
224,160,120,120,160,120,4,3,3,4,2,2,2,2,4,0,4,2,2,3,1,4,2,2,4,0
225,120,120,160,120,0,4,4,4,4,0,2,3,3,4,0,4,5,5,5,2,2,3,2,2,3
226,80,80,80,80,80,2,4,3,3,2,3,2,2,3,3,2,2,2,2,2,1,0,2,0,2
227,160,200,160,200,200,4,5,5,5,5,4,3,4,3,5,4,3,3,4,3,2,4,2,2,3
228,120,120,120,120,80,3,4,4,3,2,2,2,2,4,0,2,2,2,2,0,1,3,3,1,0
229,80,40,40,80,40,4,3,2,3,0,0,1,2,1,1,2,2,2,2,0,1,0,2,2,2
230,160,160,160,200,120,4,5,4,5,0,3,3,4,3,0,5,5,5,5,2,4,4,4,3,1
231,0,0,0,0,0,2,3,2,3,0,2,2,2,2,2,2,1,2,2,2,1,0,0,0,0
232,120,120,80,80,80,0,0,0,1,1,0,2,2,1,0,0,1,2,2,0,1,0,1,1,2
233,120,120,120,120,40,1,2,1,1,0,0,2,2,2,0,2,2,2,2,0,1,0,0,2,0
234,160,120,160,160,120,4,2,2,4,3,4,3,2,4,2,3,5,5,4,5,0,1,2,2,1
235,120,120,120,120,40,4,2,3,4,1,3,3,4,5,0,5,5,2,3,0,1,2,2,2,1
236,0,0,0,0,0,1,2,2,1,0,3,2,3,4,0,0,2,0,1,0,0,0,0,0,2
237,120,120,80,120,80,4,3,4,5,0,4,3,4,5,3,2,1,2,2,0,1,1,2,2,1
238,120,120,120,120,120,3,4,5,3,3,4,3,2,4,3,5,5,5,5,5,3,2,2,2,3
239,120,120,80,120,40,3,1,2,3,0,0,2,2,2,0,1,2,2,1,1,0,0,2,0,0
240,200,200,200,120,120,3,5,5,5,2,3,3,2,3,2,5,5,5,5,4,4,4,4,3,3
241,120,120,80,80,80,2,2,2,2,2,3,2,3,3,0,1,2,2,2,2,1,2,2,2,2
242,160,200,120,120,80,3,2,2,3,2,4,3,2,2,0,5,5,5,5,2,2,2,2,2,2
243,160,120,120,120,0,3,3,2,3,2,1,2,2,2,0,2,2,2,2,0,2,2,2,2,2
244,120,120,120,160,0,4,5,5,5,1,4,3,4,3,0,4,5,5,5,0,4,5,4,4,2
245,160,160,160,160,80,4,5,4,5,3,3,3,3,3,2,4,5,5,4,2,2,4,4,2,2
246,120,160,120,120,120,2,4,3,2,3,1,2,2,1,2,2,4,5,4,3,4,4,4,3,3
247,40,120,80,40,40,1,2,2,1,0,1,2,2,4,0,0,1,2,2,0,0,0,0,0,0
248,120,40,40,120,40,2,2,2,2,2,0,2,2,0,2,2,1,2,2,0,1,2,2,1,2
249,160,160,160,160,0,4,5,5,4,0,3,3,3,3,3,4,5,3,3,0,4,4,4,4,3
250,160,120,120,120,80,4,5,5,3,2,3,2,4,5,5,2,2,2,2,2,1,2,3,3,1
251,120,80,80,80,120,2,2,2,2,0,0,2,2,2,0,2,2,2,2,5,0,0,0,0,0
252,200,200,200,160,40,4,5,4,4,2,4,3,2,4,0,5,5,5,5,2,1,2,3,2,3
253,120,120,80,160,120,4,5,5,4,4,2,3,2,4,0,5,5,5,5,5,2,3,2,2,2
254,200,120,160,160,120,5,5,5,5,3,4,3,2,4,2,5,5,5,5,5,3,2,2,2,2
255,120,40,40,120,40,2,1,3,3,2,3,2,2,3,0,0,5,5,3,4,0,2,0,0,2
256,120,120,160,160,80,3,3,3,3,2,0,3,2,2,0,4,3,2,1,0,1,3,2,2,4
257,160,120,120,160,80,4,4,4,4,2,3,2,3,4,0,5,5,5,5,2,4,4,2,2,1
258,120,40,40,120,40,1,1,0,2,1,0,1,2,2,0,0,1,2,2,2,0,0,0,0,2
